year,payer,molecule,apcd_drug_name,ther_class,number_scripts,unique_members,total_cost,cost_per_user,cost_per_script,cost_per_days_supply,cost_per_unit_dispensed,yearly_pct_change_cost_per_script,days_supply_median,days_supply_mean,quantity_median,quantity_mean,insurer_paid_median,insurer_paid_mean,insurer_paid_sum,member_paid_median,member_paid_mean,member_paid_sum,total_paid_median,total_paid_mean,total_paid_sum,pct_total_pharm_spending,pct_scripts_0_18,pct_scripts_19_44,pct_scripts_45_64,pct_scripts_65_plus,pct_scripts_female,pct_scripts_male,pct_scripts_urban_core,pct_scripts_suburban,pct_scripts_micropolitan,pct_scripts_rural_smalltown,source_file,source_url,date_accessed,record_type,npropname,total_scripts_filled,total_cost_rank,cost_per_user_rank,cost_per_script_rank,cost_per_days_supply_rank,cost_per_unit_dispensed_rank,total_scripts_filled_rank,yearly_pct_change_cost_per_script_rank,days_supply_stddev,quantity_stddev,insurer_paid_stddev,member_paid_stddev,total_paid_stddev
2015,COMMERCIAL,methsuximide,METHSUXIMIDE,Neuromuscular Drugs,134,25,37057.93,1482.31,276.55,6.66,2.79,0.371,30,41.4,60,99,169.83,248.8,33339.28,0,27.61,3699.96,169.9,276.55,37057.93,6.4877361606e-06,,,,,0.529850746268656,0.470149253731343,,,,,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,METHSUXIMIDE,134,1045,318,483,588,716,1146,241,24.3,100,246.19,76.07,256.98
2015,COMMERCIAL,oxcarbazepine,OXCARBAZEPINE,Neuromuscular Drugs,15273,3033,1725089.33,568.77,112.95,2.82,0.77,0.158,30,40,90,146,32.63,91.69,1400457.94,10,21.22,324201.82,47.28,112.95,1725089.33,0.0003020115917569,0.25842990898972,0.387874026059058,0.308321875204609,0.0453741897466116,0.517514568192234,0.482485431807765,0.620441301643423,0.127872716558632,0.0926471551103254,0.159038826687618,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,OXCARBAZEPINE,15273,286,539,726,839,1005,266,653,23.4,132.7,256.73,58.69,269.87
2015,COMMERCIAL,perampanel,PERAMPANEL,Neuromuscular Drugs,126,32,125056.59,3908.01,992.51,29.91,11.8,0.081,30,33.1,60,84.1,641.9,946.8,119297.73,0,45.7,5758.86,708.78,992.51,125056.59,2.18936719094e-05,0.158730158730158,0.531746031746031,0.166666666666666,0.142857142857142,0.404761904761904,0.595238095238095,,,,,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PERAMPANEL,126,834,173,194,232,364,1157,902,16.3,100.4,1113.43,123.66,1119.48
2015,COMMERCIAL,phenobarbital,PHENOBARBITAL,Central Nervous System Drugs,4360,913,197147.64,215.93,45.21,1,0.33,0.517,30,44.7,90,134,14.09,27.24,118806.63,10,17.92,78170.24,31.5,45.21,197147.64,3.4514660506e-05,0.135091743119266,0.148853211009174,0.583027522935779,0.133027522935779,0.539220183486238,0.460779816513761,0.605963302752293,0.127981651376146,0.114678899082568,0.15137614678899,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PHENOBARBITAL,4360,726,775,991,1112,1206,461,144,27.9,132.8,40.09,23.67,42.93
2015,COMMERCIAL,phenytoin,PHENYTOIN,Neuromuscular Drugs,922,226,44605.81,197.37,48.37,1.13,0.37,0.151,30,42.4,90,128.2,13.92,28.88,26631,10,19.45,17937.2,33.33,48.37,44605.81,7.8091443993e-06,0.0770065075921908,0.190889370932754,0.446854663774403,0.28524945770065,0.476138828633405,0.523861171366594,0.620390455531453,0.0759219088937093,0.0845986984815618,0.219088937093275,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PHENYTOIN,922,1017,805,971,1076,1187,765,680,26.7,140.7,58.44,36.63,80.66
2015,COMMERCIAL,phenytoin,PHENYTOIN SODIUM EXTENDED,Neuromuscular Drugs,15399,2802,1282017.03,457.53,83.25,1.73,0.45,0.42,30,47.9,120,181,30.13,47.18,726585.06,19.74,36.03,554848.3,58.87,83.25,1282017.03,0.0002244428721205,0.0027274498344048,0.193778816806286,0.618676537437495,0.184817195921813,0.37443989869472,0.625560101305279,0.595493213845054,0.113903500227287,0.12202091044873,0.168582375478927,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PHENYTOIN SODIUM EXTENDED,15399,343,600,814,962,1147,264,196,28.3,143.6,59.93,51.42,76.98
2015,COMMERCIAL,primidone,PRIMIDONE,Neuromuscular Drugs,4963,1242,380014.46,305.96,76.56,1.55,0.54,1.777,30,49.2,90,141.1,7.04,61.7,306223.82,10,14.86,73774.31,18.48,76.56,380014.46,6.65291761761e-05,0.0116864799516421,0.0636711666330848,0.545637719121499,0.379004634293773,0.469071126334878,0.530928873665121,0.64033850493653,0.106387265766673,0.0985291154543622,0.154745113842434,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PRIMIDONE,4963,595,700,832,996,1105,437,18,28.4,132.7,623.36,58.38,641.97
2015,COMMERCIAL,rescue_diazepam,DIAZEPAM (ANTICONVULSANT),Neuromuscular Drugs,929,644,429407.36,666.78,462.22,58.25,195.27,0.1,2,7.9,1,2.3,291.99,421.32,391409.91,8,40.27,37415.71,320.97,462.22,429407.36,7.51763969844e-05,,,,,0.458557588805166,0.541442411194833,0.666307857911733,0.153928955866523,0.0764262648008611,0.103336921420882,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,DIAZEPAM (ANTICONVULSANT),929,571,498,326,149,72,762,831,10.2,4,468.63,96.14,464.86
2015,COMMERCIAL,rufinamide,RUFINAMIDE,Neuromuscular Drugs,408,72,1101889.5,15304.02,2700.7,81.74,12.07,0.256,30,33,150,223.5,1842.68,2635.11,1075125.28,0,62.36,25446.67,1844.03,2700.7,1101889.5,0.0001929079242726,,,,,0.55392156862745,0.446078431372549,0.806372549019607,0.0735294117647058,0.0784313725490196,0.0416666666666666,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,RUFINAMIDE,408,364,90,104,127,357,940,408,15.4,198.7,2742.32,223.25,2759.23
2015,COMMERCIAL,tiagabine,TIAGABINE HCL,Neuromuscular Drugs,240,56,191418.26,3418.18,797.57,17.72,5.92,0.452,30,44.9,90,134.6,462.39,742.63,178232.01,10,53.34,12803.98,567.84,797.57,191418.26,3.3511617276e-05,0.108333333333333,0.404166666666666,0.4875,0,0.579166666666666,0.420833333333333,0.679166666666666,0.0833333333333333,0.145833333333333,0.0916666666666666,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,TIAGABINE HCL,240,730,187,221,325,533,1033,175,27.4,118.6,740.08,138.28,725.53
2015,COMMERCIAL,topiramate,TOPIRAMATE,Neuromuscular Drugs,76417,18870,2327937.73,123.36,30.46,0.68,0.27,0.027,30,44.6,90,109,0.29,20.97,1602993.52,6.12,9.47,723867.35,9.88,30.46,2327937.73,0.000407552331999,0.0612821754321682,0.455736289045631,0.453851891594802,0.0291296439273983,0.836855673475797,0.163144326524202,0.612782496041456,0.132234973893243,0.110538231021893,0.144444299043406,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,TOPIRAMATE,76417,230,941,1092,1216,1243,79,1051,26.2,96.1,154.59,26.83,161.56
2015,COMMERCIAL,valproate,DIVALPROEX SODIUM,Neuromuscular Drugs,38386,7904,6347392.39,803.06,165.35,4.13,1.42,0.043,30,39.9,90,115.9,77.57,139.1,5339630.45,10,26.18,1005127.37,105.17,165.35,6347392.39,0.0011112387317412,0.110925858385869,0.373573698744333,0.405538477569947,0.109961965299848,0.439509196061063,0.560490803938936,0.666440889907778,0.123690928984525,0.0939665503047986,0.115901630802896,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,DIVALPROEX SODIUM,38386,102,460,626,732,861,143,1015,23.6,105.5,204.17,74.12,218.32
2015,COMMERCIAL,valproate,VALPROATE SODIUM,Neuromuscular Drugs,917,186,26956.27,144.92,29.39,0.92,0.06,0.226,30,31.8,450,426,17.4,24.8,22741.65,0,4.59,4212.95,21.37,29.39,26956.27,4.7192373571e-06,0.508178844056706,0.288985823336968,0.089422028353326,0.113413304252998,0.403489640130861,0.596510359869138,0.693565976008724,0.0817884405670665,0.06979280261723,0.154852780806979,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,VALPROATE SODIUM,917,1087,901,1110,1140,1446,767,469,16.1,279.2,25.28,9.81,24.33
2015,COMMERCIAL,valproate,VALPROIC ACID,Neuromuscular Drugs,639,174,24151.07,138.79,37.79,0.93,0.24,0.101,30,40.3,120,157,14.52,22.18,14177.48,10,15.59,9966.93,28.06,37.79,24151.07,4.2281306634e-06,0.0798122065727699,0.325508607198748,0.447574334898278,0.147104851330203,0.458528951486697,0.541471048513302,0.585289514866979,0.115805946791862,0.114241001564945,0.184663536776212,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,VALPROIC ACID,639,1100,910,1033,1136,1272,840,827,24.8,128.9,25.47,28,33.46
2015,COMMERCIAL,vigabatrin,VIGABATRIN,Neuromuscular Drugs,51,13,430829.54,33140.73,8447.63,281.58,92.37,-0.182,30,30,90,91.4,7792.19,8284.59,422514.58,0,163.03,8314.96,8037.72,8447.63,430829.54,7.54253782042e-05,1,0,0,0,0.607843137254901,0.392156862745098,,,,,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,VIGABATRIN,51,570,52,39,50,127,1331,1339,0,42.7,3649.69,863.28,3614.48
2015,COMMERCIAL,zonisamide,ZONISAMIDE,Neuromuscular Drugs,5410,1205,451534.45,374.71,83.46,2.03,0.6,0.086,30,41,100,138.3,19.93,66.78,361298.62,10,16.67,90198.01,30.71,83.46,451534.45,7.90501892314e-05,0.170055452865064,0.391682070240295,0.388724584103512,0.0495378927911275,0.697966728280961,0.302033271719038,0.694639556377079,0.121626617375231,0.0876155268022181,0.0961182994454713,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,ZONISAMIDE,5410,563,649,813,919,1075,428,885,24.1,125,413.36,50.22,427.15
2015,MEDICARE,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,32502,4601,4331840.86,941.49,133.27,3.5,1.11,0.401,30,38,90,119.7,84.01,119.12,3871890.2,0,14.01,455353.72,94.47,133.27,4331840.86,0.0007583758884916,0,0.195926404528952,0.391022090948249,0.413051504522798,0.518798843148113,0.481201156851886,0.539966771275613,0.0904867392775829,0.151098393944988,0.218448095501815,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,CARBAMAZEPINE,32502,85,342,527,621,734,127,122,22.3,124,122.25,39.12,130.26
2015,MEDICARE,clobazam,CLOBAZAM,Neuromuscular Drugs,419,54,293084.98,5427.49,699.48,23.38,12.12,0.547,30,29.9,56,57.6,612.13,692.73,290256.79,0,4.59,1927.31,623.54,699.48,293084.98,5.13104218955e-05,0,0.54653937947494,0.410501193317422,0.0429594272076372,0.429594272076372,0.570405727923627,0.680190930787589,0.0620525059665871,0.0811455847255369,0.176610978520286,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,CLOBAZAM,419,484,123,163,203,272,793,66,10.1,39.8,502.47,47.76,504.85
2015,MEDICARE,eslicarbazepine,ESLICARBAZEPINE ACETATE,Neuromuscular Drugs,96,17,98357.4,5785.72,1024.55,32.81,22.92,,30,31.2,30,44.6,720.12,1019.43,97866.02,0,5.11,491.38,722.11,1024.55,98357.4,1.72194415781e-05,,,,,0.302083333333333,0.697916666666666,,,,,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,ESLICARBAZEPINE ACETATE,96,687,121,123,167,207,1046,,15,27.8,654.41,29.59,651.69
2015,MEDICARE,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,463,58,99282.81,1711.77,214.43,5.73,1.67,0.081,30,37.4,112,128.1,182.12,203.5,94220.64,0,10.85,5025.93,197.58,214.43,99282.81,1.73814532156e-05,0,0.38876889848812,0.403887688984881,0.207343412526997,0.667386609071274,0.332613390928725,0.416846652267818,0.079913606911447,0.205183585313174,0.298056155507559,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,463,684,238,419,509,656,779,564,20.5,91.9,147.04,33.25,143.82
2015,MEDICARE,felbamate,FELBAMATE,Neuromuscular Drugs,2254,225,1992213.57,8854.28,883.85,28.05,6.93,0.078,30,31.5,120,127.5,687.43,862.37,1943792.25,0,20.31,45785.19,701.26,883.85,1992213.57,0.0003487770638494,0,0.462289263531499,0.42413487133984,0.11357586512866,0.460958296362023,0.539041703637976,0.626885536823425,0.122892635314995,0.0780834072759538,0.172138420585625,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,FELBAMATE,2254,179,86,139,184,396,498,568,13.5,110,754.05,123.15,763.36
2015,MEDICARE,lacosamide,LACOSAMIDE,Neuromuscular Drugs,5172,573,3672437.9,6409.14,710.06,24.28,9.9,0.061,30,29.2,60,71.6,655.42,669.87,3464581.1,0,39.82,205979.04,672.73,710.06,3672437.9,0.0006429341347832,0,0.307231245166279,0.395204949729311,0.297563805104408,0.505800464037122,0.494199535962877,0.677300850734725,0.0771461716937354,0.107308584686774,0.138244392884764,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,LACOSAMIDE,5172,105,112,159,199,321,338,608,13.4,85.8,469.6,119.76,477.4
2015,MEDICARE,lamotrigine,LAMOTRIGINE,Neuromuscular Drugs,60084,8072,3502154.37,433.86,58.28,1.61,0.8,0.114,30,36.1,60,72.2,7.34,53.77,3230927.56,1.19,4.4,264467.95,9.43,58.28,3502154.37,0.0006131225771723,0,0.303891218960122,0.437371013913853,0.258737767126023,0.624692097729844,0.375307902270155,0.567938219825577,0.0912389321616403,0.162023167565408,0.178799680447373,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,LAMOTRIGINE,60084,115,524,728,787,793,77,478,19.5,68.4,251.37,25.67,256.98
2015,MEDICARE,levetiracetam,LEVETIRACETAM,Neuromuscular Drugs,58104,9030,4012886.26,444.39,69.06,1.78,0.58,-0.133,30,38.6,60,117.3,19.8,59.08,3433224.9,1.2,9.81,570562.54,27.09,69.06,4012886.26,0.0007025364691821,0,0.138424204874019,0.292836981963376,0.568738813162604,0.525901831199228,0.474098168800771,0.603779429987608,0.0949332231860112,0.127254577998072,0.174032768828307,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,LEVETIRACETAM,58104,95,518,685,763,877,81,1096,23.4,129.1,232.05,29.51,238.02
2015,MEDICARE,methsuximide,METHSUXIMIDE,Neuromuscular Drugs,156,20,40029.44,2001.47,256.59,7.21,3.06,0.133,30,35.5,62,83.6,227.4,242.24,37790.32,0,14.23,2221.12,229.73,256.59,40029.44,7.0079587655e-06,0,0.557692307692307,0.211538461538461,0.23076923076923,0.653846153846153,0.346153846153846,,,,,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,METHSUXIMIDE,156,834,211,383,453,555,962,442,18.7,60.2,129.09,48.57,125.05
2015,MEDICARE,oxcarbazepine,OXCARBAZEPINE,Neuromuscular Drugs,14285,2034,820516.29,403.4,57.43,1.66,0.65,-0.083,30,34.4,60,87.6,28.04,51.06,729425.25,0,6.31,90251.79,30.81,57.43,820516.29,0.0001436478833275,0,0.341477073853692,0.372698634931746,0.28582429121456,0.525446272313615,0.474553727686384,0.552677633881694,0.0908645432271613,0.175638781939096,0.180819040952047,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,OXCARBAZEPINE,14285,317,536,734,776,843,215,1011,18,81.6,135.3,18.64,137.93
2015,MEDICARE,perampanel,PERAMPANEL,Neuromuscular Drugs,127,31,98180.71,3167.11,773.07,26.97,13.82,0.44,30,28.6,31,55.9,524.99,756.73,96105.49,0,16.03,2036.28,524.99,773.07,98180.71,1.71885084391e-05,0,0.377952755905511,0.362204724409448,0.259842519685039,0.503937007874015,0.496062992125984,,,,,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PERAMPANEL,127,688,157,150,190,260,997,98,12.7,39.6,684.43,42.39,678.27
2015,MEDICARE,phenobarbital,PHENOBARBITAL,Central Nervous System Drugs,7487,964,306005.94,317.43,40.87,1.04,0.39,0.462,30,39,60,104.6,20.69,29.75,222746.5,0,11.06,82863.17,29.99,40.87,306005.94,5.35724958813e-05,0,0.0969680780018699,0.363162815546948,0.539869106451182,0.549085080806731,0.450914919193268,0.52183785227728,0.0844129825030052,0.175370642446907,0.218378522772806,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PHENOBARBITAL,7487,480,572,813,881,956,284,90,23.7,132.3,33.15,22,36.63
2015,MEDICARE,phenytoin,PHENYTOIN,Neuromuscular Drugs,4115,524,173359.04,330.83,42.12,1.34,0.3,0.017,30,31.2,90,137.5,26.78,36.69,151004.59,0,5.39,22213.88,30.35,42.12,173359.04,3.0349987508e-05,0,0.0962332928311057,0.343134872417982,0.560631834750911,0.494289185905224,0.505710814094775,0.504981773997569,0.0823815309842041,0.15868772782503,0.253948967193195,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PHENYTOIN,4115,582,568,805,824,995,385,746,17.4,146.3,41.53,14.19,43.29
2015,MEDICARE,phenytoin,PHENYTOIN SODIUM EXTENDED,Neuromuscular Drugs,27433,3709,1618037.92,436.24,58.98,1.4,0.46,0.384,30,41.8,90,126.3,32.75,43.94,1205644.94,1.2,14.94,410047.25,40.73,58.98,1618037.92,0.0002832700888262,0,0.0664163598585645,0.288010789924543,0.645572850216892,0.498487223417052,0.501512776582947,0.512521415813071,0.0941931250683483,0.148543724711114,0.244741734407465,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PHENYTOIN SODIUM EXTENDED,27433,207,523,725,810,922,145,130,25.9,112.6,44.05,30.99,53.17
2015,MEDICARE,primidone,PRIMIDONE,Neuromuscular Drugs,12129,2384,329344.2,138.14,27.15,0.57,0.22,0.033,30,47.3,90,120.3,9.08,15.94,193435.18,5.66,11.11,134811.58,17.89,27.15,329344.2,5.76583278025e-05,0,0.0256410256410256,0.152691895457168,0.821667078901805,0.560804682991178,0.439195317008821,0.537472174128122,0.100832714980624,0.141891334817379,0.219803776073872,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,PRIMIDONE,12129,472,772,918,1030,1048,239,689,28.2,120.7,23.61,15.72,29.24
2015,MEDICARE,rescue_diazepam,DIAZEPAM (ANTICONVULSANT),Neuromuscular Drugs,201,91,83920.56,922.2,417.51,68.9,173.03,-0.03,2,6,1,2.4,297.22,415.61,83539.15,0,1.63,329.1,298.92,417.51,83920.56,1.46919823025e-05,0,0.611940298507462,0.283582089552238,0.104477611940298,0.467661691542288,0.532338308457711,0.582089552238805,0.114427860696517,0.144278606965174,0.159203980099502,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,DIAZEPAM (ANTICONVULSANT),201,717,348,259,103,51,920,887,8.6,4.2,286.8,18.99,286.95
2015,MEDICARE,rufinamide,RUFINAMIDE,Neuromuscular Drugs,695,66,1758862.59,26649.43,2530.73,82.35,18.73,0.295,30,30.7,120,135,2294.17,2512.01,1745853.39,0,17.82,12388.46,2304.42,2530.73,1758862.59,0.0003079242803545,0,0.441726618705035,0.512230215827338,0.0460431654676258,0.520863309352517,0.479136690647482,0.676258992805755,0.0474820143884892,0.0805755395683453,0.19568345323741,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,RUFINAMIDE,695,197,49,74,89,229,698,203,10.2,118.3,1762.39,142.36,1789.08
2015,MEDICARE,tiagabine,TIAGABINE HCL,Neuromuscular Drugs,603,70,390103.6,5572.9,646.93,20.99,6.53,0.087,30,30.8,60,98.9,491.76,635.2,383029.29,0,11.22,6770.93,517.15,646.93,390103.6,6.82954831017e-05,0,0.230514096185737,0.608623548922056,0.160862354892205,0.497512437810945,0.502487562189054,0.655058043117744,0.066334991708126,0.154228855721393,0.124378109452736,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,TIAGABINE HCL,603,450,122,177,215,409,729,549,15.7,103.2,589.32,61.22,593.7
2015,MEDICARE,topiramate,TOPIRAMATE,Neuromuscular Drugs,37843,6691,1372561.73,205.13,36.26,0.91,0.42,-0.149,30,39.4,60,85.5,7.86,31.75,1201881.98,1.2,4.47,169288.53,10.6,36.26,1372561.73,0.0002402945433915,0,0.284676162037893,0.44309383505536,0.272230002906746,0.726343048912612,0.273656951087387,0.581613508442776,0.0842163676241312,0.151996406204582,0.182173717728509,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,TOPIRAMATE,37843,242,667,844,918,943,116,1116,22.9,79.2,190.8,18.58,194.51
2015,MEDICARE,valproate,DIVALPROEX SODIUM,Neuromuscular Drugs,78801,9751,10193904.15,1045.42,129.36,3.99,1.42,-0.08,30,32.4,60,90.7,73.27,120.6,9503877.52,0,8.62,679930.71,81.93,129.36,10193904.15,0.001784647997654,0,0.229616375426707,0.401619268791005,0.368764355782287,0.464169236431009,0.53583076356899,0.602758848237966,0.0873973680537049,0.141724089795814,0.168119693912513,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,DIVALPROEX SODIUM,78801,37,322,534,594,691,64,1003,15.8,85.7,149.72,33.28,154.7
2015,MEDICARE,valproate,VALPROATE SODIUM,Neuromuscular Drugs,3433,430,83503.49,194.19,24.32,0.97,0.06,-0.157,30,25,473,374.8,17,22.44,77040.7,0,1.87,6436.19,18.32,24.32,83503.49,1.46189658086e-05,0,0.249344596562773,0.425866588989222,0.324788814448004,0.480046606466647,0.519953393533352,0.59627148266822,0.0984561607923099,0.128459073696475,0.176813282842994,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,VALPROATE SODIUM,3433,718,680,945,904,1218,413,1121,10.6,332.4,22.63,7.88,23.72
2015,MEDICARE,valproate,VALPROIC ACID,Neuromuscular Drugs,1481,241,68428.8,283.93,46.2,1.24,0.31,0.042,30,37,120,144.9,31.59,39.12,57937.86,0,7.05,10443.88,35.86,46.2,68428.8,1.19798380585e-05,0,0.142471303173531,0.413234301147873,0.444294395678595,0.473328831870357,0.526671168129642,0.606347062795408,0.0675219446320054,0.164753544902093,0.161377447670492,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,VALPROIC ACID,1481,756,595,783,840,988,565,652,22,115,35.21,15.99,37.62
2015,MEDICARE,zonisamide,ZONISAMIDE,Neuromuscular Drugs,5410,721,624812.79,866.59,115.49,3.23,1.01,0.186,30,35.6,90,114.1,28.32,110.39,597228.72,0,4.91,26602.2,30.87,115.49,624812.79,0.000109386048581,0,0.319223659889094,0.454898336414048,0.225878003696857,0.57449168207024,0.425508317929759,0.603142329020332,0.0855822550831792,0.131238447319778,0.180036968576709,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,ZONISAMIDE,5410,360,365,565,643,751,330,343,18.9,98.1,478.46,17.56,482.9
2015,MINNESOTA HEALTH CARE PROGRAMS,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,16600,2229,1875061.03,841.21,112.95,3.85,1.04,0.249,30,29.2,90,107.7,85,110.84,1840008.98,0,1.76,29330.62,86.06,112.95,1875061.03,0.0003282671549024,0.0865060240963855,0.537650602409638,0.361927710843373,0.0139156626506024,0.496084337349397,0.503915662650602,0.567590361445783,0.0887349397590361,0.14867469879518,0.195,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,CARBAMAZEPINE,16600,95,288,461,536,677,162,190,4.5,97.1,84.76,9.4,84.49
2015,MINNESOTA HEALTH CARE PROGRAMS,clobazam,CLOBAZAM,Neuromuscular Drugs,2007,271,1335445.59,4927.84,665.39,23.09,7.8,0.426,30,28.8,60,85.1,624.03,661.73,1328098.34,0,2.07,4164.18,624.03,665.39,1335445.59,0.0002337966163993,,,,,0.500249128051818,0.499750871948181,0.533134030891878,0.113602391629297,0.145490782262082,0.207772795216741,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,CLOBAZAM,2007,143,93,125,173,320,476,90,4.1,81.2,539.39,8.75,539.69
2015,MINNESOTA HEALTH CARE PROGRAMS,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,1293,189,156629.33,828.72,121.13,4.11,0.61,0.118,30,29.4,135,195.8,106.93,119.15,154063.43,0,1.77,2289.63,106.93,121.13,156629.33,2.74211152121e-05,,,,,0.588553750966744,0.411446249033255,0.525908739365815,0.132250580046403,0.164733178654292,0.177107501933488,rxsummary2015.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2015.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,1293,487,291,448,521,795,553,434,3.7,172,85.87,10.28,84.6
