year,payer,molecule,apcd_drug_name,ther_class,number_scripts,unique_members,total_cost,cost_per_user,cost_per_script,cost_per_days_supply,cost_per_unit_dispensed,yearly_pct_change_cost_per_script,days_supply_median,days_supply_mean,quantity_median,quantity_mean,insurer_paid_median,insurer_paid_mean,insurer_paid_sum,member_paid_median,member_paid_mean,member_paid_sum,total_paid_median,total_paid_mean,total_paid_sum,pct_total_pharm_spending,pct_scripts_0_18,pct_scripts_19_44,pct_scripts_45_64,pct_scripts_65_plus,pct_scripts_female,pct_scripts_male,pct_scripts_urban_core,pct_scripts_suburban,pct_scripts_micropolitan,pct_scripts_rural_smalltown,source_file,source_url,date_accessed,record_type,npropname,total_scripts_filled,total_cost_rank,cost_per_user_rank,cost_per_script_rank,cost_per_days_supply_rank,cost_per_unit_dispensed_rank,total_scripts_filled_rank,yearly_pct_change_cost_per_script_rank,days_supply_stddev,quantity_stddev,insurer_paid_stddev,member_paid_stddev,total_paid_stddev
2009,MINNESOTA HEALTH CARE PROGRAMS,felbamate,FELBAMATE,Neuromuscular Drugs,2850,302,965772.5,3197.92,338.86,11.56,1.39,,30,29.3,180,242.2,297.07,329.58,939326.42,0,4.65,13256.56,297.45,338.86,965772.5,0.0002517542683987,0.485263157894736,0.445614035087719,0.0691228070175438,0,0.456140350877192,0.543859649122807,0.596491228070175,0.0863157894736842,0.127368421052631,0.189824561403508,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,FELBAMATE,2850,125,75,126,191,564,384,,5,193.9,256.29,32.04,258.5
2009,MINNESOTA HEALTH CARE PROGRAMS,lacosamide,LACOSAMIDE,Neuromuscular Drugs,502,123,167804.51,1364.26,334.27,12.71,5.1,,30,26.2,60,65.5,343.31,326.91,164109,0,3.07,1545.81,353.81,334.27,167804.51,4.37427050874e-05,,,,,0.446215139442231,0.553784860557768,0.619521912350597,0.0597609561752988,0.147410358565737,0.173306772908366,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LACOSAMIDE,502,367,127,130,179,295,716,,7.3,30,182.74,19.01,180.44
2009,MINNESOTA HEALTH CARE PROGRAMS,lamotrigine,LAMOTRIGINE,Neuromuscular Drugs,52964,7920,4162086.33,525.51,78.58,2.66,1.19,,30,29.5,60,65.9,17.45,74.68,3955507.56,1,2.83,150199.32,19.14,78.58,4162086.33,0.0010849584131059,0.173363039045389,0.59196812929537,0.233422702212823,0.0012461294464164,0.648553734612189,0.35144626538781,0.556132467336303,0.100294539687334,0.156181557284193,0.187391435692168,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LAMOTRIGINE,52964,36,283,456,549,587,49,,5.2,53.3,150.23,18.65,155.06
2009,MINNESOTA HEALTH CARE PROGRAMS,levetiracetam,LEVETIRACETAM,Neuromuscular Drugs,24382,3477,3096965.67,890.7,127.01,4.33,0.83,,30,29.3,120,151.8,65.4,121.36,2959197.32,0,4.17,101681.55,66.56,127.01,3096965.67,0.0008073064065364,0.305881387909113,0.443031744729718,0.246288245426954,0.0047986219342137,0.502583873349192,0.497416126650807,0.620252645394143,0.0889590681650397,0.11729964728078,0.173488639160036,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,LEVETIRACETAM,24382,45,187,308,396,670,100,,5.1,147.6,165.9,25.94,170.8
2009,MINNESOTA HEALTH CARE PROGRAMS,methsuximide,METHSUXIMIDE,Neuromuscular Drugs,301,36,27732.48,770.34,92.13,3.14,1.15,,30,29.3,90,79.4,116.53,89.67,26992.71,0,0.89,270.75,120.55,92.13,27732.48,7.2292079276e-06,0.35548172757475,0.561461794019933,0.0830564784053156,0,0.398671096345514,0.601328903654485,0.611295681063122,0.122923588039867,0.132890365448504,0.132890365448504,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,METHSUXIMIDE,301,717,211,413,499,593,823,,3.7,28.9,53.81,4.81,52.92
2009,MINNESOTA HEALTH CARE PROGRAMS,oxcarbazepine,OXCARBAZEPINE,Neuromuscular Drugs,19137,2918,1954002.28,669.63,102.1,3.48,0.85,,30,29.2,90,119.1,65.78,98.51,1885370.98,0,2.38,45609.33,67.37,102.1,1954002.28,0.0005093626236518,0.429586664576474,0.405444949574123,0.162146626953022,0.0028217588963787,0.487066938391597,0.512933061608402,0.524481371165804,0.110623399696922,0.14422323248158,0.220671996655693,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,OXCARBAZEPINE,19137,64,241,375,464,664,126,,4.8,117.5,103.06,15.85,105.89
2009,MINNESOTA HEALTH CARE PROGRAMS,phenobarbital,PHENOBARBITAL,Central Nervous System Drugs,10451,1162,63286.11,54.46,6.05,0.2,0.04,,30,29.1,60,133.4,3.82,5.21,54530.27,0,0.75,7919.62,4.25,6.05,63286.11,1.64972064568e-05,0.166778298727394,0.343125059802889,0.442254329729212,0.0478423117405033,0.513156635728638,0.486843364271361,0.572768156157305,0.0687972442828437,0.182279207731317,0.176155391828533,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENOBARBITAL,10451,545,802,1181,1203,1228,185,,6.2,192.6,13.93,1.67,13.87
2009,MINNESOTA HEALTH CARE PROGRAMS,phenytoin,PHENYTOIN,Neuromuscular Drugs,2085,295,75367.8,255.48,36.14,1.33,0.2,,30,27,150,177.2,30.43,33.89,70679.29,0,1.92,4022.15,30.43,36.14,75367.8,1.96466200371e-05,0.169304556354916,0.401918465227817,0.38705035971223,0.0417266187050359,0.447482014388489,0.55251798561151,0.543405275779376,0.0810551558752997,0.160671462829736,0.214868105515587,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENYTOIN,2085,509,427,656,742,1002,444,,8.4,141.9,24.77,6.7,24.91
2009,MINNESOTA HEALTH CARE PROGRAMS,phenytoin,PHENYTOIN SODIUM EXTENDED,Neuromuscular Drugs,14189,1933,529620.94,273.98,37.32,1.25,0.34,,30,29.8,90,107.2,29.52,34.05,483157.87,1,3.18,45162.36,31.72,37.32,529620.94,0.0001380597731643,0.0188878708858975,0.386496581859186,0.579251532877581,0.0153640143773345,0.435196278807526,0.564803721192473,0.568961871872577,0.0769610261470152,0.148847698921699,0.205229403058707,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PHENYTOIN SODIUM EXTENDED,14189,183,409,648,761,867,149,,7.5,56.1,33.34,9.16,34.22
2009,MINNESOTA HEALTH CARE PROGRAMS,primidone,PRIMIDONE,Neuromuscular Drugs,1481,251,42765.66,170.38,28.87,0.95,0.3,,30,30.2,70,93.2,22.15,25.55,37853.09,1,3.12,4630.1,25.85,28.87,42765.66,1.11480058149e-05,0.050641458474004,0.348413234301147,0.586090479405806,0.0148548278190411,0.553004726536124,0.446995273463875,0.588116137744767,0.0871033085752869,0.145172180958811,0.179608372721134,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,PRIMIDONE,1481,631,515,707,846,894,505,,8.4,77.1,19.71,10.97,21.14
2009,MINNESOTA HEALTH CARE PROGRAMS,rescue_diazepam,DIAZEPAM (ANTICONVULSANT),Neuromuscular Drugs,2693,1260,1289840.13,1023.68,478.96,85.86,251.23,,2,5.5,1,1.9,350.13,469.85,1265324.36,0,3.39,9132.57,350.33,478.96,1289840.13,0.0003362311085472,,,,,0.450055699962866,0.549944300037133,0.594875603416264,0.139249907166728,0.123282584478277,0.14259190493873,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,DIAZEPAM (ANTICONVULSANT),2693,106,169,97,29,31,394,,7.9,1.8,444.26,35.35,440.96
2009,MINNESOTA HEALTH CARE PROGRAMS,rufinamide,RUFINAMIDE,Neuromuscular Drugs,477,93,161233.23,1733.69,338.01,12.43,3.07,,30,27.1,90,110,205.21,327.09,156025.6,0,4.26,2035.34,213.85,338.01,161233.23,4.20297263177e-05,0.452830188679245,0.473794549266247,0.0733752620545073,0,0.40670859538784,0.593291404612159,0.689727463312368,0.0859538784067085,0.10272536687631,0.121593291404612,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,RUFINAMIDE,477,373,106,127,182,401,734,,6.7,80,395.69,48.73,402.53
2009,MINNESOTA HEALTH CARE PROGRAMS,tiagabine,TIAGABINE HCL,Neuromuscular Drugs,748,103,252737.12,2453.75,337.88,11.43,3.96,,30,29.5,60,85.1,277.35,329.09,246161.8,0,8.31,6222.04,289.83,337.88,252737.12,6.58826470445e-05,0.129679144385026,0.525401069518716,0.344919786096256,0,0.681818181818181,0.318181818181818,0.510695187165775,0.145721925133689,0.141711229946524,0.20187165775401,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,TIAGABINE HCL,748,294,86,128,195,335,639,,4.1,58.4,231.44,32.6,232.02
2009,MINNESOTA HEALTH CARE PROGRAMS,topiramate,TOPIRAMATE,Neuromuscular Drugs,33665,6020,4038574.39,670.85,119.96,4.04,1.51,,30,29.6,60,78.9,32.3,115.05,3873187.28,0,3.84,129588.14,35.03,119.96,4038574.39,0.0010527617435039,0.176444378434575,0.557047378583098,0.265260656468141,0.0012475865141838,0.73833358087034,0.261666419129659,0.547690479726719,0.0972820436655279,0.149858903906133,0.205168572701618,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,TOPIRAMATE,33665,37,239,327,418,556,77,,5.6,59.3,181.75,27.66,186.63
2009,MINNESOTA HEALTH CARE PROGRAMS,valproate,DIVALPROEX SODIUM,Neuromuscular Drugs,56397,8359,5517944.24,660.12,97.84,3.31,1.07,,30,29.5,62,91,54.67,94.17,5311242.42,0,2.97,167672.83,55.85,97.84,5517944.24,0.0014383988104921,0.204354841569587,0.531553096795928,0.259127258542121,0.004964803092363,0.415288047236555,0.584711952763444,0.609961522776034,0.0962639856729967,0.138198840363849,0.155575651187119,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,DIVALPROEX SODIUM,56397,22,244,395,478,605,42,,5,70.2,98.88,17.54,101.24
2009,MINNESOTA HEALTH CARE PROGRAMS,valproate,VALPROATE SODIUM,Neuromuscular Drugs,2659,369,50788.51,137.63,19.1,0.69,0.04,,30,27.4,473,473.8,14.36,18.03,47954.74,0,0.37,1003.01,14.63,19.1,50788.51,1.32393748818e-05,,,,,0.406167732230161,0.593832267769838,0.577660774727341,0.0928920646859721,0.171869123730725,0.15757803685596,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,VALPROATE SODIUM,2659,592,569,825,949,1232,396,,6,288.8,14.41,2.13,15.35
2009,MINNESOTA HEALTH CARE PROGRAMS,valproate,VALPROIC ACID,Neuromuscular Drugs,895,194,38313.18,197.49,42.8,1.48,0.28,,30,28.8,120,148.3,36.05,40.4,36158.17,1,2.27,2031.98,36.05,42.8,38313.18,9.9873485742e-06,,,,,0.429050279329608,0.570949720670391,0.534078212290502,0.0491620111731843,0.186592178770949,0.230167597765363,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,VALPROIC ACID,895,651,483,598,717,919,603,,5.4,89.5,28.14,7.48,28.84
2009,MINNESOTA HEALTH CARE PROGRAMS,zonisamide,ZONISAMIDE,Neuromuscular Drugs,3792,517,210514.16,407.18,55.51,1.85,0.48,,30,29.9,112,113.6,27.65,52.39,198664.94,0,2.29,8721.36,27.65,55.51,210514.16,5.48761104073e-05,,,,,0.594936708860759,0.40506329113924,0.57964135021097,0.106012658227848,0.129746835443037,0.184599156118143,rxsummary2009.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2009.xlsx,2026-09-19,Drug,ZONISAMIDE,3792,328,327,539,647,781,328,,5.1,66.5,99.49,11.09,101.59
2010,COMMERCIAL,carbamazepine,CARBAMAZEPINE,Neuromuscular Drugs,25285,4329,2405231.48,555.6,95.12,2.29,0.7,0.042,30,41.3,90,135.2,24.65,69.49,1757117.82,12,25.56,646333.04,51.33,95.12,2405231.48,0.0006007437194083,0.0428712675499307,0.3694285149298,0.528060114692505,0.0596401028277634,0.546490013842198,0.453509986157801,0.639390943246984,0.116393118449673,0.104765671346648,0.139450266956693,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,CARBAMAZEPINE,25285,171,371,582,731,897,198,549,24.3,114.3,106.19,39.96,121.72
2010,COMMERCIAL,ethosuximide,ETHOSUXIMIDE,Neuromuscular Drugs,1485,232,129166.59,556.75,86.98,2.5,0.44,-0.054,30,34.7,150,194.2,46.71,68.67,101984.87,12,18.25,27110.83,63.43,86.98,129166.59,3.22613512857e-05,0.735353535353535,0.1003367003367,0.164309764309764,0,0.601346801346801,0.398653198653198,0.608080808080808,0.144781144781144,0.117171717171717,0.129966329966329,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,ETHOSUXIMIDE,1485,682,370,605,695,1005,646,877,16.7,147.7,65.58,23.25,70.05
2010,COMMERCIAL,felbamate,FELBAMATE,Neuromuscular Drugs,1587,236,1022258.62,4331.6,644.14,16.71,2.92,0.263,30,38.5,165,220.2,441.23,596.68,946938.54,25,46.93,74490.71,483.29,644.14,1022258.62,0.0002553248827327,0.490233144297416,0.331442974165091,0.16698172652804,0.0113421550094517,0.537492123503465,0.462507876496534,0.64461247637051,0.116572148708254,0.107750472589792,0.131064902331442,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,FELBAMATE,1587,298,86,128,177,529,640,115,22.2,183,548.35,87.12,557
2010,COMMERCIAL,lacosamide,LACOSAMIDE,Neuromuscular Drugs,1422,243,810830.18,3336.74,570.2,16.17,6.04,0.172,30,35.2,60,94.2,397.78,518.73,737639.2,29.97,50.56,71904.53,414.94,570.2,810830.18,0.0002025173635851,0.198312236286919,0.444444444444444,0.334036568213783,0.0232067510548523,0.580168776371308,0.419831223628691,0.710970464135021,0.115330520393811,0.0611814345991561,0.112517580872011,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,LACOSAMIDE,1422,335,100,145,184,348,658,177,18.8,71.4,385.56,87.09,393.94
2010,COMMERCIAL,lamotrigine,LAMOTRIGINE,Neuromuscular Drugs,64755,10542,7118594.14,675.26,109.93,2.9,1.36,-0.3,30,37.8,60,80.4,23.1,93.46,6052135.91,10,16.43,1063953.27,34.46,109.93,7118594.14,0.0017779788582435,0.112794378812446,0.494185777160064,0.374828198594703,0.0181916454327851,0.661045479113581,0.338954520886418,0.687051192958072,0.107512933364218,0.0963168867268936,0.109118986950814,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,LAMOTRIGINE,64755,71,335,538,642,716,91,1252,21.2,74.9,316.42,48.49,326.69
2010,COMMERCIAL,levetiracetam,LEVETIRACETAM,Neuromuscular Drugs,33879,5778,6381682,1104.47,188.36,4.91,1.29,-0.257,30,38.3,120,145.1,67.95,163.82,5550371.31,10,24.49,829864.16,85.83,188.36,6381682,0.001593923667073,0.205407479559609,0.332300244989521,0.388087015555358,0.0742052598955104,0.525576315711797,0.474423684288202,0.662180111573541,0.120487617698279,0.103426901620472,0.113905369107706,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,LEVETIRACETAM,33879,80,222,341,454,733,149,1235,21.7,130.7,282.42,58.15,294.65
2010,COMMERCIAL,methsuximide,METHSUXIMIDE,Neuromuscular Drugs,145,23,14890.78,647.42,102.69,2.79,1.47,0,30,36.6,60,69.8,82.55,89.13,12924.89,0,13.52,1960.87,86.56,102.69,14890.78,3.7192023455e-06,,,,,0.593103448275862,0.406896551724137,,,,,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,METHSUXIMIDE,145,1025,343,562,662,700,1058,692,20.1,51.2,53.64,17.8,59.85
2010,COMMERCIAL,oxcarbazepine,OXCARBAZEPINE,Neuromuscular Drugs,15027,2680,2201516.35,821.46,146.5,3.93,1.13,-0.173,30,37.2,90,129.3,70.16,125.15,1880718.14,10,21.32,320505.37,85.85,146.5,2201516.35,0.0005498627185925,0.305583283423171,0.343847740733346,0.316563518999134,0.0340054568443468,0.532973980169029,0.46702601983097,0.646436414453982,0.122313169628002,0.0996206827710121,0.131629733147002,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,OXCARBAZEPINE,15027,181,276,433,535,764,266,1167,20.6,118.2,185.54,47.1,197.15
2010,COMMERCIAL,phenobarbital,PHENOBARBITAL,Central Nervous System Drugs,5145,839,27544.89,32.83,5.35,0.12,0.04,-0.05,30,41.3,90,118.1,0,1.21,6270.67,3.52,4.13,21251.12,4.19,5.35,27544.89,6.8797618054e-06,0.103012633624878,0.172594752186588,0.63245869776482,0.0919339164237123,0.565014577259475,0.434985422740524,0.610301263362487,0.117395529640427,0.132555879494655,0.139747327502429,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,PHENOBARBITAL,5145,945,1137,1337,1347,1356,428,863,25,111.8,3.09,3.39,4.22
2010,COMMERCIAL,phenytoin,PHENYTOIN,Neuromuscular Drugs,1473,277,44021.93,158.92,29.88,0.74,0.34,0.014,30,40,45,87.7,0.72,13.56,19987.97,13.74,16.31,24025.61,20.04,29.88,44021.93,1.09951570913e-05,0.076714188730482,0.187372708757637,0.521384928716904,0.214528173794976,0.391717583163611,0.608282416836388,0.53428377460964,0.10386965376782,0.143245078071961,0.218601493550577,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,PHENYTOIN,1473,869,720,963,1105,1074,649,643,24.4,101.4,23.36,14.25,26.95
2010,COMMERCIAL,phenytoin,PHENYTOIN SODIUM EXTENDED,Neuromuscular Drugs,23572,3499,1131596.32,323.4,48,1.13,0.31,0.028,30,42.2,120,153.8,20.1,26.7,629508.25,14.97,21.27,501498.34,38.04,48,1131596.32,0.0002826336624138,0.0072543695910402,0.230018666214152,0.64928729000509,0.113439674189716,0.372687934837943,0.627312065162056,0.604742915323264,0.106439843882572,0.126845409808247,0.161971830985915,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,PHENYTOIN SODIUM EXTENDED,23572,272,505,800,962,1099,206,593,24.9,109.5,29.09,21.98,36.36
2010,COMMERCIAL,primidone,PRIMIDONE,Neuromuscular Drugs,4331,855,250976.02,293.53,57.94,1.26,0.49,-0.02,30,45.8,90,117.8,19.16,43.57,188729.09,10,14.36,62195.19,30.55,57.94,250976.02,6.26851382042e-05,0.0078503809743708,0.0921265296698222,0.610944354652505,0.289078734703301,0.502886169475871,0.497113830524128,0.651119833756638,0.0921265296698222,0.115215885476795,0.141537751096744,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,PRIMIDONE,4331,559,533,744,936,984,458,755,26.7,107,115.61,23.56,122.37
2010,COMMERCIAL,rescue_diazepam,DIAZEPAM (ANTICONVULSANT),Neuromuscular Drugs,807,584,498966.62,854.39,618.29,87.24,295.59,0.065,2,7,1,2,372.91,568.91,459112.77,30,49.2,39705.88,385.18,618.29,498966.62,0.0001246246216432,,,,,0.418835192069392,0.581164807930607,0.66542750929368,0.161090458488228,0.080545229244114,0.0929368029739776,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,DIAZEPAM (ANTICONVULSANT),807,420,267,132,48,32,764,484,11.7,3.1,621.96,91.6,615.36
2010,COMMERCIAL,rufinamide,RUFINAMIDE,Neuromuscular Drugs,284,62,224325.81,3618.15,789.87,23.64,4.73,0.704,30,33.4,150,166.8,525.01,756.68,214899.42,3.3,32.71,9291.89,555.09,789.87,224325.81,5.60288365503e-05,0.411971830985915,0.429577464788732,0.158450704225352,0,0.492957746478873,0.507042253521126,0.669014084507042,0.112676056338028,0.126760563380281,0.0915492957746478,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,RUFINAMIDE,284,583,95,104,135,400,947,22,16.5,120.8,717.3,76.13,716.39
2010,COMMERCIAL,tiagabine,TIAGABINE HCL,Neuromuscular Drugs,411,84,244980.4,2916.43,596.05,14.08,4.58,0.131,30,42.3,100,129.9,423.23,538.78,221441.79,30,56.76,23332.26,496.5,596.05,244980.4,6.11876394857e-05,,,,,0.630170316301703,0.369829683698296,0.793187347931873,0.0681265206812652,0.0997566909975669,0.0389294403892944,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,TIAGABINE HCL,411,561,112,135,207,408,881,270,26.6,127,515.26,125.32,545.64
2010,COMMERCIAL,topiramate,TOPIRAMATE,Neuromuscular Drugs,57898,12165,4634631.46,380.98,80.04,2.07,0.84,-0.543,30,38.5,60,94.6,24.01,66.01,3821856.29,10,13.99,810478.47,35.93,80.04,4634631.46,0.0011575708053543,0.0631800753048464,0.473211509896714,0.44740750975854,0.0162009050398977,0.857283498566444,0.142716501433555,0.645894504127949,0.119745068914297,0.105029534698953,0.129330892258799,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,TOPIRAMATE,57898,106,459,634,770,845,102,1280,21.7,78.3,151.68,26.46,158.58
2010,COMMERCIAL,valproate,DIVALPROEX SODIUM,Neuromuscular Drugs,40618,7287,4184679.77,574.26,103.02,2.73,0.99,-0.305,30,37.6,90,103.8,44.49,84.75,3442613.01,10,18.21,739978.27,58.15,103.02,4184679.77,0.0010451884196869,0.144098675464079,0.379289969964055,0.417598109212664,0.0590132453592003,0.474444827416416,0.525555172583583,0.681348170761731,0.114604362597863,0.0889507115072135,0.115096755133192,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,DIVALPROEX SODIUM,40618,116,363,560,667,801,127,1253,21,89.1,122.32,33.46,130.52
2010,COMMERCIAL,valproate,VALPROATE SODIUM,Neuromuscular Drugs,623,136,18426.53,135.48,29.57,0.93,0.06,0.011,30,31.4,473,438.5,16.39,23.15,14424.64,3.82,6.41,3996.66,21.39,29.57,18426.53,4.6023105302e-06,0.579454253611556,0.224719101123595,0.073836276083467,0.12199036918138,0.423756019261637,0.576243980738362,0.528089887640449,0.139646869983948,0.191011235955056,0.141252006420545,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,VALPROATE SODIUM,623,996,768,969,1027,1341,811,651,15.6,261.9,27.74,9.04,28.81
2010,COMMERCIAL,valproate,VALPROIC ACID,Neuromuscular Drugs,644,163,38049.12,233.43,59.08,1.44,0.35,-0.085,30,40.7,120,168.4,30.25,41.79,26914.01,10,17.26,11115.63,42.03,59.08,38049.12,9.5033555227e-06,0.046583850931677,0.413043478260869,0.479813664596273,0.0605590062111801,0.408385093167701,0.591614906832298,0.630434782608695,0.0854037267080745,0.14751552795031,0.136645962732919,rxsummary2010.xlsx,https://www.health.state.mn.us/data/apcd/publicusefiles/docs/rxsummary2010.xlsx,2026-09-19,Drug,VALPROIC ACID,644,896,590,741,885,1069,806,986,24.8,150.6,49.53,19.28,54.77
