molecule,brand_generic,pricing_unit,quarter,snapshot_as_of_date,median_nadac_per_unit,min_nadac_per_unit,max_nadac_per_unit,n_ndcs,n_products
brivaracetam,brand,EA,2019Q1,2019-03-27,18.34154,18.26081,18.42228,4,2
brivaracetam,brand,EA,2019Q2,2019-06-26,18.34154,18.26081,18.42228,4,2
brivaracetam,brand,EA,2019Q3,2019-09-25,18.36136,18.32749,18.42228,6,3
brivaracetam,brand,EA,2019Q4,2019-12-25,18.32749,18.28093,18.36136,6,3
brivaracetam,brand,EA,2020Q1,2020-03-25,18.87731,18.82936,18.91221,6,3
brivaracetam,brand,EA,2020Q2,2020-06-24,18.87731,18.77461,18.91221,7,4
brivaracetam,brand,EA,2020Q3,2020-09-30,18.87731,18.77461,18.91221,7,4
brivaracetam,brand,EA,2020Q4,2020-12-30,18.81654,18.7738,18.91221,7,4
brivaracetam,brand,EA,2021Q1,2021-03-31,19.38104,19.33702,19.47957,7,4
brivaracetam,brand,EA,2021Q2,2021-06-30,19.38104,19.33702,19.47957,7,4
brivaracetam,brand,EA,2021Q3,2021-09-29,19.34747,19.33983,19.49921,7,4
brivaracetam,brand,EA,2021Q4,2021-12-29,19.34747,19.33983,19.49921,7,4
brivaracetam,brand,EA,2022Q1,2022-03-30,20.68245,20.67428,20.84466,7,4
brivaracetam,brand,EA,2022Q2,2022-06-29,20.68245,20.67428,20.84466,7,4
brivaracetam,brand,EA,2022Q3,2022-09-28,20.68245,20.67428,20.84466,7,4
brivaracetam,brand,EA,2022Q4,2022-12-28,20.68245,20.67428,20.84466,7,4
brivaracetam,brand,EA,2023Q1,2023-03-29,21.95869,21.90271,22.07449,7,4
brivaracetam,brand,EA,2023Q2,2023-06-28,21.95869,21.90271,22.07449,7,4
brivaracetam,brand,EA,2023Q3,2023-09-27,21.95869,21.90271,22.07449,7,4
brivaracetam,brand,EA,2023Q4,2023-12-27,21.92353,21.80437,22.1695,7,4
brivaracetam,brand,EA,2024Q1,2024-03-27,22.91009,22.78557,23.16713,7,4
brivaracetam,brand,EA,2024Q2,2024-06-26,22.94516,22.92867,23.00286,8,5
brivaracetam,brand,EA,2024Q3,2024-09-25,22.9465,22.92918,23.00286,8,5
brivaracetam,brand,EA,2024Q4,2024-12-25,22.93607,22.91172,22.96183,8,5
brivaracetam,brand,EA,2025Q1,2025-03-26,23.50947,23.48452,23.53587,8,5
brivaracetam,brand,EA,2025Q2,2025-06-25,23.47274,23.40052,23.49189,8,5
brivaracetam,brand,EA,2025Q3,2025-09-24,23.47438,23.37311,23.48308,8,5
brivaracetam,brand,EA,2025Q4,2025-12-31,23.48038,23.37806,23.4897,8,5
brivaracetam,brand,EA,2026Q1,2026-03-25,24.09088,23.98589,24.10043,8,5
brivaracetam,brand,EA,2026Q2,2026-06-24,24.07524,23.952,24.07848,8,5
brivaracetam,brand,EA,2026Q3,2026-09-16,24.07111,23.98643,24.07953,8,5
brivaracetam,brand,ML,2019Q4,2019-12-25,3.63577,3.63577,3.63577,1,1
brivaracetam,brand,ML,2020Q1,2020-03-25,3.74484,3.74484,3.74484,1,1
brivaracetam,brand,ML,2020Q2,2020-06-24,3.74484,3.74484,3.74484,1,1
brivaracetam,brand,ML,2020Q3,2020-09-30,3.74484,3.74484,3.74484,1,1
brivaracetam,brand,ML,2020Q4,2020-12-30,3.75969,3.75969,3.75969,1,1
brivaracetam,brand,ML,2021Q1,2021-03-31,3.87248,3.87248,3.87248,1,1
brivaracetam,brand,ML,2021Q2,2021-06-30,3.87248,3.87248,3.87248,1,1
brivaracetam,brand,ML,2021Q3,2021-09-29,3.87248,3.87248,3.87248,1,1
brivaracetam,brand,ML,2021Q4,2021-12-29,3.90186,3.90186,3.90186,1,1
brivaracetam,brand,ML,2022Q1,2022-03-30,4.17109,4.17109,4.17109,1,1
brivaracetam,brand,ML,2022Q2,2022-06-29,4.13442,4.13442,4.13442,1,1
brivaracetam,brand,ML,2022Q3,2022-09-28,4.14595,4.14595,4.14595,1,1
brivaracetam,brand,ML,2022Q4,2022-12-28,4.14595,4.14595,4.14595,1,1
brivaracetam,brand,ML,2023Q1,2023-03-29,4.39056,4.39056,4.39056,1,1
brivaracetam,brand,ML,2023Q2,2023-06-28,4.39056,4.39056,4.39056,1,1
brivaracetam,brand,ML,2023Q3,2023-09-27,4.39056,4.39056,4.39056,1,1
brivaracetam,brand,ML,2023Q4,2023-12-27,4.37468,4.37468,4.37468,1,1
brivaracetam,brand,ML,2024Q1,2024-03-27,4.57154,4.57154,4.57154,1,1
brivaracetam,brand,ML,2024Q2,2024-06-26,4.58625,4.58625,4.58625,1,1
brivaracetam,brand,ML,2024Q3,2024-09-25,4.59102,4.59102,4.59102,1,1
brivaracetam,brand,ML,2024Q4,2024-12-25,4.5906,4.5906,4.5906,1,1
brivaracetam,brand,ML,2025Q1,2025-03-26,4.70537,4.70537,4.70537,1,1
brivaracetam,brand,ML,2025Q2,2025-06-25,4.69805,4.69805,4.69805,1,1
brivaracetam,brand,ML,2025Q3,2025-09-24,4.69595,4.69595,4.69595,1,1
brivaracetam,brand,ML,2025Q4,2025-12-31,4.69702,4.69702,4.69702,1,1
brivaracetam,brand,ML,2026Q1,2026-03-25,4.81914,4.81914,4.81914,1,1
brivaracetam,brand,ML,2026Q2,2026-06-24,4.80867,4.80867,4.80867,1,1
brivaracetam,brand,ML,2026Q3,2026-09-16,4.80982,4.80982,4.80982,1,1
brivaracetam,generic,EA,2026Q2,2026-06-24,0.24908,0.17119,0.26026,13,3
brivaracetam,generic,EA,2026Q3,2026-09-16,0.22663,0.18721,0.26344,21,4
brivaracetam,generic,ML,2026Q2,2026-06-24,0.27229,0.27229,0.27229,5,1
brivaracetam,generic,ML,2026Q3,2026-09-16,0.26378,0.26378,0.26378,5,1
carbamazepine,brand,EA,2019Q1,2019-03-27,2.0739,1.3002,5.19883,6,6
carbamazepine,brand,EA,2019Q2,2019-06-26,2.0739,1.3002,5.19883,6,6
carbamazepine,brand,EA,2019Q3,2019-09-25,2.06928,1.3002,5.19883,6,6
carbamazepine,brand,EA,2019Q4,2019-12-25,2.06422,1.29623,5.20168,6,6
carbamazepine,brand,EA,2020Q1,2020-03-25,2.06948,1.29623,5.20168,6,6
carbamazepine,brand,EA,2020Q2,2020-06-24,2.062,1.29623,5.20168,6,6
carbamazepine,brand,EA,2020Q3,2020-09-30,2.0656,1.29667,5.19528,6,6
carbamazepine,brand,EA,2020Q4,2020-12-30,2.0656,1.29667,5.19528,6,6
carbamazepine,brand,EA,2021Q1,2021-03-31,2.0656,1.29667,5.19528,6,6
carbamazepine,brand,EA,2021Q2,2021-06-30,2.07088,1.31099,5.19073,6,6
carbamazepine,brand,EA,2021Q3,2021-09-29,2.07088,1.31099,5.19073,6,6
carbamazepine,brand,EA,2021Q4,2021-12-29,2.07088,1.31099,5.19073,6,6
carbamazepine,brand,EA,2022Q1,2022-03-30,2.06541,1.31099,5.19073,6,6
carbamazepine,brand,EA,2022Q2,2022-06-29,2.06523,1.29474,5.19611,6,6
carbamazepine,brand,EA,2022Q3,2022-09-28,2.13008,1.35947,5.45592,6,6
carbamazepine,brand,EA,2022Q4,2022-12-28,2.13008,1.35947,5.45592,6,6
carbamazepine,brand,EA,2023Q1,2023-03-29,2.25666,1.49407,5.996,6,6
carbamazepine,brand,EA,2023Q2,2023-06-28,2.25136,1.49407,5.996,6,6
carbamazepine,brand,EA,2023Q3,2023-09-27,2.25136,1.49407,5.996,6,6
carbamazepine,brand,EA,2023Q4,2023-12-27,2.25496,1.50008,6.0472,6,6
carbamazepine,brand,EA,2024Q1,2024-03-27,2.29721,1.54512,6.22861,6,6
carbamazepine,brand,EA,2024Q2,2024-06-26,1.70913,1.54683,6.1668,7,7
carbamazepine,brand,EA,2024Q3,2024-09-25,1.70298,1.54772,6.16715,7,7
carbamazepine,brand,EA,2024Q4,2024-12-25,1.70364,1.54804,6.17463,7,7
carbamazepine,brand,EA,2025Q1,2025-03-26,1.70188,1.58674,6.32899,7,7
carbamazepine,brand,EA,2025Q2,2025-06-25,1.69844,1.59095,6.30743,7,7
carbamazepine,brand,EA,2025Q3,2025-09-24,1.70031,1.58621,6.32446,7,7
carbamazepine,brand,EA,2025Q4,2025-12-31,1.70378,1.58687,6.32439,7,7
carbamazepine,brand,EA,2026Q1,2026-03-25,1.70053,1.63451,6.51412,7,7
carbamazepine,brand,EA,2026Q2,2026-06-24,1.70216,1.62392,6.49537,7,7
carbamazepine,brand,EA,2026Q3,2026-09-16,1.69958,1.62726,6.48385,7,7
carbamazepine,brand,ML,2019Q1,2019-03-27,0.34702,0.34702,0.34702,1,1
carbamazepine,brand,ML,2019Q2,2019-06-26,0.34702,0.34702,0.34702,1,1
carbamazepine,brand,ML,2019Q3,2019-09-25,0.34702,0.34702,0.34702,1,1
carbamazepine,brand,ML,2019Q4,2019-12-25,0.34591,0.34591,0.34591,1,1
carbamazepine,brand,ML,2020Q1,2020-03-25,0.34591,0.34591,0.34591,1,1
carbamazepine,brand,ML,2020Q2,2020-06-24,0.34591,0.34591,0.34591,1,1
carbamazepine,brand,ML,2020Q3,2020-09-30,0.34591,0.34591,0.34591,1,1
carbamazepine,brand,ML,2020Q4,2020-12-30,0.3464,0.3464,0.3464,1,1
carbamazepine,brand,ML,2021Q1,2021-03-31,0.3464,0.3464,0.3464,1,1
carbamazepine,brand,ML,2021Q2,2021-06-30,0.3464,0.3464,0.3464,1,1
carbamazepine,brand,ML,2021Q3,2021-09-29,0.34669,0.34669,0.34669,1,1
carbamazepine,brand,ML,2021Q4,2021-12-29,0.34669,0.34669,0.34669,1,1
carbamazepine,brand,ML,2022Q1,2022-03-30,0.34669,0.34669,0.34669,1,1
carbamazepine,brand,ML,2022Q2,2022-06-29,0.34556,0.34556,0.34556,1,1
carbamazepine,brand,ML,2022Q3,2022-09-28,0.36284,0.36284,0.36284,1,1
carbamazepine,brand,ML,2022Q4,2022-12-28,0.36284,0.36284,0.36284,1,1
carbamazepine,brand,ML,2023Q1,2023-03-29,0.39874,0.39874,0.39874,1,1
carbamazepine,brand,ML,2023Q2,2023-06-28,0.39874,0.39874,0.39874,1,1
carbamazepine,brand,ML,2023Q3,2023-09-27,0.39874,0.39874,0.39874,1,1
carbamazepine,brand,ML,2023Q4,2023-12-27,0.39874,0.39874,0.39874,1,1
carbamazepine,brand,ML,2024Q1,2024-03-27,0.41071,0.41071,0.41071,1,1
carbamazepine,brand,ML,2024Q2,2024-06-26,0.41207,0.41207,0.41207,1,1
carbamazepine,brand,ML,2024Q3,2024-09-25,0.41265,0.41265,0.41265,1,1
carbamazepine,brand,ML,2024Q4,2024-12-25,0.4131,0.4131,0.4131,1,1
carbamazepine,brand,ML,2025Q1,2025-03-26,0.42342,0.42342,0.42342,1,1
carbamazepine,brand,ML,2025Q2,2025-06-25,0.42484,0.42484,0.42484,1,1
carbamazepine,brand,ML,2025Q3,2025-09-24,0.42467,0.42467,0.42467,1,1
carbamazepine,brand,ML,2025Q4,2025-12-31,0.4252,0.4252,0.4252,1,1
carbamazepine,brand,ML,2026Q1,2026-03-25,0.43794,0.43794,0.43794,1,1
carbamazepine,brand,ML,2026Q2,2026-06-24,0.43608,0.43608,0.43608,1,1
carbamazepine,brand,ML,2026Q3,2026-09-16,0.43701,0.43701,0.43701,1,1
carbamazepine,generic,EA,2019Q1,2019-03-27,0.29998,0.28789,2.23498,49,9
carbamazepine,generic,EA,2019Q2,2019-06-26,0.3348,0.30824,2.27904,49,9
carbamazepine,generic,EA,2019Q3,2019-09-25,0.31408,0.31268,2.14807,46,9
carbamazepine,generic,EA,2019Q4,2019-12-25,0.32062,0.31144,2.31686,46,9
carbamazepine,generic,EA,2020Q1,2020-03-25,0.32389,0.31634,2.27963,48,9
carbamazepine,generic,EA,2020Q2,2020-06-24,0.35113,0.30766,2.263,45,9
carbamazepine,generic,EA,2020Q3,2020-09-30,0.31051,0.28752,2.29563,50,9
carbamazepine,generic,EA,2020Q4,2020-12-30,0.30349,0.29136,2.14399,51,9
carbamazepine,generic,EA,2021Q1,2021-03-31,0.30757,0.26655,2.2973,47,9
carbamazepine,generic,EA,2021Q2,2021-06-30,0.57291,0.27415,1.98497,50,9
carbamazepine,generic,EA,2021Q3,2021-09-29,0.58919,0.24572,1.93976,53,9
carbamazepine,generic,EA,2021Q4,2021-12-29,0.5426,0.19993,1.7409,53,9
carbamazepine,generic,EA,2022Q1,2022-03-30,0.53596,0.20856,1.58237,59,9
carbamazepine,generic,EA,2022Q2,2022-06-29,0.93623,0.20422,1.6083,67,9
carbamazepine,generic,EA,2022Q3,2022-09-28,0.72182,0.20233,1.09298,67,9
carbamazepine,generic,EA,2022Q4,2022-12-28,0.66004,0.15321,1.53507,69,9
carbamazepine,generic,EA,2023Q1,2023-03-29,0.7248,0.1566,1.37948,72,9
carbamazepine,generic,EA,2023Q2,2023-06-28,0.63387,0.16609,1.2135,72,9
carbamazepine,generic,EA,2023Q3,2023-09-27,0.53157,0.1434,1.08699,70,9
carbamazepine,generic,EA,2023Q4,2023-12-27,0.49531,0.14192,1.19846,75,9
carbamazepine,generic,EA,2024Q1,2024-03-27,0.59752,0.15822,1.09638,75,9
carbamazepine,generic,EA,2024Q2,2024-06-26,0.52211,0.15556,1.11338,73,9
carbamazepine,generic,EA,2024Q3,2024-09-25,0.49365,0.19769,1.23322,77,9
carbamazepine,generic,EA,2024Q4,2024-12-25,0.36495,0.11885,0.96479,75,9
carbamazepine,generic,EA,2025Q1,2025-03-26,0.43652,0.13844,1.12083,77,9
carbamazepine,generic,EA,2025Q2,2025-06-25,0.35575,0.12847,1.04007,78,9
carbamazepine,generic,EA,2025Q3,2025-09-24,0.2575,0.11865,1.09484,75,9
carbamazepine,generic,EA,2025Q4,2025-12-31,0.26055,0.11709,1.10642,72,9
carbamazepine,generic,EA,2026Q1,2026-03-25,0.2435,0.12282,1.14439,76,9
carbamazepine,generic,EA,2026Q2,2026-06-24,0.24436,0.11862,1.19896,75,9
carbamazepine,generic,EA,2026Q3,2026-09-16,0.37763,0.11904,1.10729,78,8
carbamazepine,generic,ML,2019Q1,2019-03-27,0.11213,0.11213,0.11213,2,1
carbamazepine,generic,ML,2019Q2,2019-06-26,0.11163,0.11163,0.11163,2,1
carbamazepine,generic,ML,2019Q3,2019-09-25,0.1164,0.1164,0.1164,2,1
carbamazepine,generic,ML,2019Q4,2019-12-25,0.12068,0.12068,0.12068,2,1
carbamazepine,generic,ML,2020Q1,2020-03-25,0.12268,0.12268,0.12268,2,1
carbamazepine,generic,ML,2020Q2,2020-06-24,0.1115,0.1115,0.1115,2,1
carbamazepine,generic,ML,2020Q3,2020-09-30,0.11136,0.11136,0.11136,2,1
carbamazepine,generic,ML,2020Q4,2020-12-30,0.11433,0.11433,0.11433,2,1
carbamazepine,generic,ML,2021Q1,2021-03-31,0.10999,0.10999,0.10999,2,1
carbamazepine,generic,ML,2021Q2,2021-06-30,0.10811,0.10811,0.10811,2,1
carbamazepine,generic,ML,2021Q3,2021-09-29,0.11652,0.11652,0.11652,2,1
carbamazepine,generic,ML,2021Q4,2021-12-29,0.11446,0.11446,0.11446,2,1
carbamazepine,generic,ML,2022Q1,2022-03-30,0.11505,0.11505,0.11505,2,1
carbamazepine,generic,ML,2022Q2,2022-06-29,0.09386,0.09386,0.09386,2,1
carbamazepine,generic,ML,2022Q3,2022-09-28,0.09738,0.09738,0.09738,2,1
carbamazepine,generic,ML,2022Q4,2022-12-28,0.11175,0.11175,0.11175,2,1
carbamazepine,generic,ML,2023Q1,2023-03-29,0.10197,0.10197,0.10197,3,1
carbamazepine,generic,ML,2023Q2,2023-06-28,0.11458,0.11458,0.11458,3,1
carbamazepine,generic,ML,2023Q3,2023-09-27,0.12085,0.12085,0.12085,3,1
carbamazepine,generic,ML,2023Q4,2023-12-27,0.13447,0.13447,0.13447,2,1
carbamazepine,generic,ML,2024Q1,2024-03-27,0.11223,0.11223,0.11223,3,1
carbamazepine,generic,ML,2024Q2,2024-06-26,0.1145,0.1145,0.1145,3,1
carbamazepine,generic,ML,2024Q3,2024-09-25,0.11351,0.11351,0.11351,3,1
carbamazepine,generic,ML,2024Q4,2024-12-25,0.11299,0.11299,0.11299,3,1
carbamazepine,generic,ML,2025Q1,2025-03-26,0.11141,0.11141,0.11141,3,1
carbamazepine,generic,ML,2025Q2,2025-06-25,0.10473,0.10473,0.10473,3,1
carbamazepine,generic,ML,2025Q3,2025-09-24,0.112,0.112,0.112,3,1
carbamazepine,generic,ML,2025Q4,2025-12-31,0.11169,0.11169,0.11169,4,1
carbamazepine,generic,ML,2026Q1,2026-03-25,0.10391,0.10391,0.10391,4,1
carbamazepine,generic,ML,2026Q2,2026-06-24,0.09692,0.09692,0.09692,4,1
carbamazepine,generic,ML,2026Q3,2026-09-16,0.09596,0.09596,0.09596,4,1
cenobamate,brand,EA,2021Q2,2021-06-30,32.90671,32.90671,32.90671,1,1
cenobamate,brand,EA,2021Q3,2021-09-29,32.94652,32.90671,32.98633,2,2
cenobamate,brand,EA,2021Q4,2021-12-29,32.90671,32.75613,32.98633,3,3
cenobamate,brand,EA,2022Q1,2022-03-30,33.91478,33.73882,33.97592,4,4
cenobamate,brand,EA,2022Q2,2022-06-29,33.95578,33.89392,33.99033,4,4
cenobamate,brand,EA,2022Q3,2022-09-28,33.95578,33.89392,33.99033,4,4
cenobamate,brand,EA,2022Q4,2022-12-28,33.95578,33.89392,33.99033,4,4
cenobamate,brand,EA,2023Q1,2023-03-29,35.65357,35.58861,35.68985,4,4
cenobamate,brand,EA,2023Q2,2023-06-28,35.65357,35.58861,35.68985,4,4
cenobamate,brand,EA,2023Q3,2023-09-27,35.65357,35.58861,35.68985,4,4
cenobamate,brand,EA,2023Q4,2023-12-27,35.55852,35.32213,35.57877,4,4
cenobamate,brand,EA,2024Q1,2024-03-27,37.69203,37.44146,37.71349,4,4
cenobamate,brand,EA,2024Q2,2024-06-26,37.72617,37.66484,37.77266,4,4
cenobamate,brand,EA,2024Q3,2024-09-25,37.73273,37.68439,37.76569,4,4
cenobamate,brand,EA,2024Q4,2024-12-25,37.71373,37.5385,37.75623,5,5
cenobamate,brand,EA,2025Q1,2025-03-26,38.84514,38.66465,38.88892,5,5
cenobamate,brand,EA,2025Q2,2025-06-25,38.76527,38.71522,38.78797,5,5
cenobamate,brand,EA,2025Q3,2025-09-24,38.77015,38.70245,38.79109,5,5
cenobamate,brand,EA,2025Q4,2025-12-31,38.76779,38.70696,38.77807,5,5
cenobamate,brand,EA,2026Q1,2026-03-25,39.93082,39.86817,39.94141,5,5
cenobamate,brand,EA,2026Q2,2026-06-24,39.87426,39.82368,39.89703,5,5
cenobamate,brand,EA,2026Q3,2026-09-16,39.86819,39.85021,39.8852,5,5
clobazam,brand,EA,2019Q1,2019-03-27,29.02909,19.33203,38.72615,2,2
clobazam,brand,EA,2019Q2,2019-06-26,29.02909,19.33203,38.72615,2,2
clobazam,brand,EA,2019Q3,2019-09-25,29.02909,19.33203,38.72615,2,2
clobazam,brand,EA,2019Q4,2019-12-25,28.87803,19.22329,38.53276,2,2
clobazam,brand,EA,2020Q1,2020-03-25,31.62143,21.0495,42.19337,2,2
clobazam,brand,EA,2020Q2,2020-06-24,31.46198,21.0495,41.87445,2,2
clobazam,brand,EA,2020Q3,2020-09-30,31.46198,21.0495,41.87445,2,2
clobazam,brand,EA,2020Q4,2020-12-30,31.51406,21.15367,41.87445,2,2
clobazam,brand,EA,2021Q1,2021-03-31,34.63992,23.16327,46.11658,2,2
clobazam,brand,EA,2021Q2,2021-06-30,34.6705,23.03824,46.30276,2,2
clobazam,brand,EA,2021Q3,2021-09-29,34.6705,23.03824,46.30276,2,2
clobazam,brand,EA,2021Q4,2021-12-29,34.75632,23.20987,46.30276,2,2
clobazam,brand,EA,2022Q1,2022-03-30,36.49413,24.37037,48.6179,2,2
clobazam,brand,EA,2022Q2,2022-06-29,36.49413,24.37037,48.6179,2,2
clobazam,brand,EA,2022Q3,2022-09-28,36.49413,24.37037,48.6179,2,2
clobazam,brand,EA,2022Q4,2022-12-28,36.49413,24.37037,48.6179,2,2
clobazam,brand,EA,2023Q1,2023-03-29,39.59613,26.44185,52.75042,2,2
clobazam,brand,EA,2023Q2,2023-06-28,39.59613,26.44185,52.75042,2,2
clobazam,brand,EA,2023Q3,2023-09-27,39.59613,26.44185,52.75042,2,2
clobazam,brand,EA,2023Q4,2023-12-27,39.5669,26.38338,52.75042,2,2
clobazam,brand,EA,2024Q1,2024-03-27,42.93008,28.62596,57.23421,2,2
clobazam,brand,EA,2024Q2,2024-06-26,31.19044,15.57389,62.67028,8,5
clobazam,brand,EA,2024Q3,2024-09-25,31.39995,15.66942,62.67028,8,5
clobazam,brand,EA,2024Q4,2024-12-25,31.28688,15.71217,62.67028,8,5
clobazam,brand,EA,2025Q1,2025-03-26,31.30818,15.68935,62.64471,8,5
clobazam,brand,EA,2025Q2,2025-06-25,32.21612,16.14434,64.4614,8,5
clobazam,brand,EA,2025Q3,2025-09-24,32.21612,16.12122,64.0965,8,5
clobazam,brand,EA,2025Q4,2025-12-31,32.12902,16.12029,64.20822,8,5
clobazam,brand,EA,2026Q1,2026-03-25,32.14687,16.09721,64.20822,8,5
clobazam,brand,EA,2026Q2,2026-06-24,32.75766,16.40306,65.42818,8,5
clobazam,brand,EA,2026Q3,2026-09-16,32.75766,16.40306,65.42818,8,5
clobazam,brand,ML,2019Q1,2019-03-27,8.44798,8.44798,8.44798,1,1
clobazam,brand,ML,2019Q2,2019-06-26,8.44798,8.44798,8.44798,1,1
clobazam,brand,ML,2019Q3,2019-09-25,8.44798,8.44798,8.44798,1,1
clobazam,brand,ML,2019Q4,2019-12-25,8.41859,8.41859,8.41859,1,1
clobazam,brand,ML,2020Q1,2020-03-25,9.21835,9.21835,9.21835,1,1
clobazam,brand,ML,2020Q2,2020-06-24,9.21835,9.21835,9.21835,1,1
clobazam,brand,ML,2020Q3,2020-09-30,9.21835,9.21835,9.21835,1,1
clobazam,brand,ML,2020Q4,2020-12-30,9.22642,9.22642,9.22642,1,1
clobazam,brand,ML,2021Q1,2021-03-31,10.10293,10.10293,10.10293,1,1
clobazam,brand,ML,2021Q2,2021-06-30,10.10293,10.10293,10.10293,1,1
clobazam,brand,ML,2021Q3,2021-09-29,10.10293,10.10293,10.10293,1,1
clobazam,brand,ML,2021Q4,2021-12-29,10.15412,10.15412,10.15412,1,1
clobazam,brand,ML,2022Q1,2022-03-30,10.66183,10.66183,10.66183,1,1
clobazam,brand,ML,2022Q2,2022-06-29,10.66183,10.66183,10.66183,1,1
clobazam,brand,ML,2022Q3,2022-09-28,10.66183,10.66183,10.66183,1,1
clobazam,brand,ML,2022Q4,2022-12-28,10.66183,10.66183,10.66183,1,1
clobazam,brand,ML,2023Q1,2023-03-29,11.56809,11.56809,11.56809,1,1
clobazam,brand,ML,2023Q2,2023-06-28,11.56809,11.56809,11.56809,1,1
clobazam,brand,ML,2023Q3,2023-09-27,11.56809,11.56809,11.56809,1,1
clobazam,brand,ML,2023Q4,2023-12-27,11.56809,11.56809,11.56809,1,1
clobazam,brand,ML,2024Q1,2024-03-27,12.55138,12.55138,12.55138,1,1
clobazam,brand,ML,2024Q2,2024-06-26,12.54098,12.54098,12.54098,1,1
clobazam,brand,ML,2024Q3,2024-09-25,12.51713,12.51713,12.51713,1,1
clobazam,brand,ML,2024Q4,2024-12-25,12.51567,12.51567,12.51567,1,1
clobazam,brand,ML,2025Q1,2025-03-26,12.51338,12.51338,12.51338,1,1
clobazam,brand,ML,2025Q2,2025-06-25,12.48583,12.48583,12.48583,1,1
clobazam,brand,ML,2025Q3,2025-09-24,12.47969,12.47969,12.47969,1,1
clobazam,brand,ML,2025Q4,2025-12-31,12.48703,12.48703,12.48703,1,1
clobazam,brand,ML,2026Q1,2026-03-25,12.48515,12.48515,12.48515,1,1
clobazam,brand,ML,2026Q2,2026-06-24,12.48295,12.48295,12.48295,1,1
clobazam,brand,ML,2026Q3,2026-09-16,12.47667,12.47667,12.47667,1,1
clobazam,generic,EA,2019Q1,2019-03-27,1.08366,0.70926,1.45805,16,2
clobazam,generic,EA,2019Q2,2019-06-26,0.51086,0.51086,1.16702,22,2
clobazam,generic,EA,2019Q3,2019-09-25,0.38711,0.38711,0.78152,26,2
clobazam,generic,EA,2019Q4,2019-12-25,0.51537,0.51537,1.03423,26,2
clobazam,generic,EA,2020Q1,2020-03-25,0.45302,0.45302,1.07267,28,2
clobazam,generic,EA,2020Q2,2020-06-24,0.43985,0.43985,1.12236,28,2
clobazam,generic,EA,2020Q3,2020-09-30,0.40461,0.40461,0.77439,30,2
clobazam,generic,EA,2020Q4,2020-12-30,0.36317,0.36317,1.09327,30,2
clobazam,generic,EA,2021Q1,2021-03-31,0.35352,0.35352,0.7083,30,2
clobazam,generic,EA,2021Q2,2021-06-30,0.32164,0.32164,0.7575,30,2
clobazam,generic,EA,2021Q3,2021-09-29,0.32977,0.32977,0.74171,30,2
clobazam,generic,EA,2021Q4,2021-12-29,0.29958,0.29958,0.47351,29,2
clobazam,generic,EA,2022Q1,2022-03-30,0.37729,0.37729,0.71967,28,2
clobazam,generic,EA,2022Q2,2022-06-29,0.39068,0.39068,0.78801,26,2
clobazam,generic,EA,2022Q3,2022-09-28,0.39192,0.39192,0.62631,26,2
clobazam,generic,EA,2022Q4,2022-12-28,0.3685,0.3685,0.49374,26,2
clobazam,generic,EA,2023Q1,2023-03-29,0.3309,0.3309,0.75379,24,2
clobazam,generic,EA,2023Q2,2023-06-28,0.42271,0.42271,0.62177,22,2
clobazam,generic,EA,2023Q3,2023-09-27,0.37389,0.37389,0.54468,22,2
clobazam,generic,EA,2023Q4,2023-12-27,0.35312,0.35312,0.79807,22,2
clobazam,generic,EA,2024Q1,2024-03-27,0.32456,0.32456,0.66324,20,2
clobazam,generic,EA,2024Q2,2024-06-26,0.32325,0.32325,0.5988,20,2
clobazam,generic,EA,2024Q3,2024-09-25,0.3619,0.3619,0.82907,20,2
clobazam,generic,EA,2024Q4,2024-12-25,0.23962,0.23962,0.46872,18,2
clobazam,generic,EA,2025Q1,2025-03-26,0.26738,0.26738,0.49825,17,2
clobazam,generic,EA,2025Q2,2025-06-25,0.2472,0.2472,0.49426,17,2
clobazam,generic,EA,2025Q3,2025-09-24,0.24976,0.24976,0.4174,16,2
clobazam,generic,EA,2025Q4,2025-12-31,0.25734,0.25734,0.4352,18,2
clobazam,generic,EA,2026Q1,2026-03-25,0.27748,0.27748,0.47013,18,2
clobazam,generic,EA,2026Q2,2026-06-24,0.22167,0.22167,0.47933,16,2
clobazam,generic,EA,2026Q3,2026-09-16,0.24734,0.24734,0.39018,16,2
clobazam,generic,ML,2019Q1,2019-03-27,1.33196,1.33196,1.33196,5,1
clobazam,generic,ML,2019Q2,2019-06-26,1.15858,1.15858,1.15858,5,1
clobazam,generic,ML,2019Q3,2019-09-25,0.65718,0.65718,0.65718,6,1
clobazam,generic,ML,2019Q4,2019-12-25,0.70268,0.70268,0.70268,7,1
clobazam,generic,ML,2020Q1,2020-03-25,0.68658,0.68658,0.68658,7,1
clobazam,generic,ML,2020Q2,2020-06-24,0.61866,0.61866,0.61866,7,1
clobazam,generic,ML,2020Q3,2020-09-30,0.44684,0.44684,0.44684,7,1
clobazam,generic,ML,2020Q4,2020-12-30,0.55855,0.55855,0.55855,8,1
clobazam,generic,ML,2021Q1,2021-03-31,0.51411,0.51411,0.51411,8,1
clobazam,generic,ML,2021Q2,2021-06-30,0.4431,0.4431,0.4431,8,1
clobazam,generic,ML,2021Q3,2021-09-29,0.40661,0.40661,0.40661,9,1
clobazam,generic,ML,2021Q4,2021-12-29,0.60744,0.60744,0.60744,10,1
