molecule,brand_generic,pricing_unit,quarter,snapshot_as_of_date,median_nadac_per_unit,min_nadac_per_unit,max_nadac_per_unit,n_ndcs,n_products
rufinamide,brand,EA,2023Q4,2023-12-27,19.13011,12.60468,25.65553,2,2
rufinamide,brand,EA,2024Q1,2024-03-27,18.99942,12.60468,25.39416,2,2
rufinamide,brand,EA,2024Q2,2024-06-26,18.99043,12.65195,25.32891,2,2
rufinamide,brand,EA,2024Q3,2024-09-25,19.00741,12.68794,25.32689,2,2
rufinamide,brand,EA,2024Q4,2024-12-25,18.96126,12.61544,25.30709,2,2
rufinamide,brand,EA,2025Q1,2025-03-26,18.97649,12.6445,25.30847,2,2
rufinamide,brand,EA,2025Q2,2025-06-25,18.95398,12.61418,25.29378,2,2
rufinamide,brand,EA,2025Q3,2025-09-24,18.96073,12.60531,25.31616,2,2
rufinamide,brand,EA,2025Q4,2025-12-31,18.95022,12.60911,25.29134,2,2
rufinamide,brand,EA,2026Q1,2026-03-25,18.94329,12.61244,25.27415,2,2
rufinamide,brand,EA,2026Q2,2026-06-24,18.9336,12.60237,25.26483,2,2
rufinamide,brand,EA,2026Q3,2026-09-16,18.90286,12.61034,25.19539,2,2
rufinamide,brand,ML,2019Q1,2019-03-27,3.3192,3.3192,3.3192,1,1
rufinamide,brand,ML,2019Q2,2019-06-26,3.3192,3.3192,3.3192,1,1
rufinamide,brand,ML,2019Q3,2019-09-25,3.3192,3.3192,3.3192,1,1
rufinamide,brand,ML,2019Q4,2019-12-25,3.32536,3.32536,3.32536,1,1
rufinamide,brand,ML,2020Q1,2020-03-25,3.51032,3.51032,3.51032,1,1
rufinamide,brand,ML,2020Q2,2020-06-24,3.51032,3.51032,3.51032,1,1
rufinamide,brand,ML,2020Q3,2020-09-30,3.51032,3.51032,3.51032,1,1
rufinamide,brand,ML,2020Q4,2020-12-30,3.50688,3.50688,3.50688,1,1
rufinamide,brand,ML,2021Q1,2021-03-31,3.65225,3.65225,3.65225,1,1
rufinamide,brand,ML,2021Q2,2021-06-30,3.65225,3.65225,3.65225,1,1
rufinamide,brand,ML,2021Q3,2021-09-29,3.65225,3.65225,3.65225,1,1
rufinamide,brand,ML,2021Q4,2021-12-29,3.65225,3.65225,3.65225,1,1
rufinamide,brand,ML,2022Q1,2022-03-30,3.72071,3.72071,3.72071,1,1
rufinamide,brand,ML,2022Q2,2022-06-29,3.72071,3.72071,3.72071,1,1
rufinamide,brand,ML,2022Q3,2022-09-28,3.72071,3.72071,3.72071,1,1
rufinamide,brand,ML,2022Q4,2022-12-28,3.72071,3.72071,3.72071,1,1
rufinamide,brand,ML,2023Q1,2023-03-29,3.63317,3.63317,3.63317,1,1
rufinamide,brand,ML,2023Q2,2023-06-28,3.67035,3.67035,3.67035,1,1
rufinamide,brand,ML,2023Q3,2023-09-27,3.67035,3.67035,3.67035,1,1
rufinamide,brand,ML,2023Q4,2023-12-27,3.67035,3.67035,3.67035,1,1
rufinamide,brand,ML,2024Q1,2024-03-27,3.67035,3.67035,3.67035,1,1
rufinamide,brand,ML,2024Q2,2024-06-26,3.64909,3.64909,3.64909,1,1
rufinamide,brand,ML,2024Q3,2024-09-25,3.64798,3.64798,3.64798,1,1
rufinamide,brand,ML,2024Q4,2024-12-25,3.6549,3.6549,3.6549,1,1
rufinamide,brand,ML,2025Q1,2025-03-26,3.65414,3.65414,3.65414,1,1
rufinamide,brand,ML,2025Q2,2025-06-25,3.65476,3.65476,3.65476,1,1
rufinamide,brand,ML,2025Q3,2025-09-24,3.65673,3.65673,3.65673,1,1
rufinamide,brand,ML,2025Q4,2025-12-31,3.64936,3.64936,3.64936,1,1
rufinamide,brand,ML,2026Q1,2026-03-25,3.64999,3.64999,3.64999,1,1
rufinamide,brand,ML,2026Q2,2026-06-24,3.64524,3.64524,3.64524,1,1
rufinamide,brand,ML,2026Q3,2026-09-16,3.64862,3.64862,3.64862,1,1
rufinamide,generic,EA,2021Q4,2021-12-29,5.95619,5.95619,5.95619,4,1
rufinamide,generic,EA,2022Q1,2022-03-30,5.73268,5.73268,5.73268,4,1
rufinamide,generic,EA,2022Q2,2022-06-29,5.37749,5.37749,5.37749,4,1
rufinamide,generic,EA,2022Q3,2022-09-28,3.54187,2.39707,4.68667,8,2
rufinamide,generic,EA,2022Q4,2022-12-28,3.53726,2.39707,4.67744,8,2
rufinamide,generic,EA,2023Q1,2023-03-29,3.60141,2.39707,4.80575,10,2
rufinamide,generic,EA,2023Q2,2023-06-28,3.62611,2.39707,4.85515,10,2
rufinamide,generic,EA,2023Q3,2023-09-27,4.32165,4.32165,4.32165,6,1
rufinamide,generic,EA,2023Q4,2023-12-27,3.64246,1.98115,3.64246,13,2
rufinamide,generic,EA,2024Q1,2024-03-27,2.96468,1.98115,3.94821,14,2
rufinamide,generic,EA,2024Q2,2024-06-26,1.88152,1.44813,2.31492,14,2
rufinamide,generic,EA,2024Q3,2024-09-25,2.08411,1.51856,2.64965,14,2
rufinamide,generic,EA,2024Q4,2024-12-25,1.75046,1.5778,1.92311,14,2
rufinamide,generic,EA,2025Q1,2025-03-26,1.80177,1.6863,1.91724,14,2
rufinamide,generic,EA,2025Q2,2025-06-25,1.5707,1.51051,1.63089,14,2
rufinamide,generic,EA,2025Q3,2025-09-24,1.51227,1.43995,1.58459,14,2
rufinamide,generic,EA,2025Q4,2025-12-31,1.3236,0.94217,1.70502,14,2
rufinamide,generic,EA,2026Q1,2026-03-25,1.50869,0.97951,1.50869,13,2
rufinamide,generic,EA,2026Q2,2026-06-24,1.39037,0.86357,1.39037,13,2
rufinamide,generic,EA,2026Q3,2026-09-16,1.45319,0.83197,1.45319,13,2
rufinamide,generic,ML,2021Q1,2021-03-31,3.23491,3.23491,3.23491,2,1
rufinamide,generic,ML,2021Q2,2021-06-30,3.23491,3.23491,3.23491,3,1
rufinamide,generic,ML,2021Q3,2021-09-29,3.23491,3.23491,3.23491,3,1
rufinamide,generic,ML,2021Q4,2021-12-29,2.35731,2.35731,2.35731,3,1
rufinamide,generic,ML,2022Q1,2022-03-30,1.88512,1.88512,1.88512,3,1
rufinamide,generic,ML,2022Q2,2022-06-29,1.79471,1.79471,1.79471,3,1
rufinamide,generic,ML,2022Q3,2022-09-28,1.46368,1.46368,1.46368,3,1
rufinamide,generic,ML,2022Q4,2022-12-28,1.00285,1.00285,1.00285,3,1
rufinamide,generic,ML,2023Q1,2023-03-29,1.15832,1.15832,1.15832,3,1
rufinamide,generic,ML,2023Q2,2023-06-28,1.28087,1.28087,1.28087,4,1
rufinamide,generic,ML,2023Q3,2023-09-27,0.44732,0.44732,0.44732,4,1
rufinamide,generic,ML,2023Q4,2023-12-27,0.65162,0.65162,0.65162,5,1
rufinamide,generic,ML,2024Q1,2024-03-27,0.77379,0.77379,0.77379,5,1
rufinamide,generic,ML,2024Q2,2024-06-26,0.52582,0.52582,0.52582,6,1
rufinamide,generic,ML,2024Q3,2024-09-25,0.49805,0.49805,0.49805,6,1
rufinamide,generic,ML,2024Q4,2024-12-25,0.38871,0.38871,0.38871,7,1
rufinamide,generic,ML,2025Q1,2025-03-26,0.28508,0.28508,0.28508,7,1
rufinamide,generic,ML,2025Q2,2025-06-25,0.35845,0.35845,0.35845,7,1
rufinamide,generic,ML,2025Q3,2025-09-24,0.36788,0.36788,0.36788,7,1
rufinamide,generic,ML,2025Q4,2025-12-31,0.31077,0.31077,0.31077,8,1
rufinamide,generic,ML,2026Q1,2026-03-25,0.2629,0.2629,0.2629,8,1
rufinamide,generic,ML,2026Q2,2026-06-24,0.22622,0.22622,0.22622,8,1
rufinamide,generic,ML,2026Q3,2026-09-16,0.20359,0.20359,0.20359,8,1
tiagabine,brand,EA,2019Q3,2019-09-25,8.95767,8.95767,8.95767,1,1
tiagabine,brand,EA,2019Q4,2019-12-25,8.95767,8.95767,8.95767,1,1
tiagabine,brand,EA,2020Q1,2020-03-25,9.53248,9.53248,9.53248,1,1
tiagabine,brand,EA,2020Q2,2020-06-24,9.53248,9.53248,9.53248,1,1
tiagabine,brand,EA,2020Q3,2020-09-30,9.53248,9.53248,9.53248,1,1
tiagabine,brand,EA,2020Q4,2020-12-30,9.53248,9.53248,9.53248,1,1
tiagabine,brand,EA,2021Q1,2021-03-31,10.42987,10.42987,10.42987,1,1
tiagabine,brand,EA,2021Q2,2021-06-30,10.42987,10.42987,10.42987,1,1
tiagabine,brand,EA,2021Q3,2021-09-29,10.42987,10.42987,10.42987,1,1
tiagabine,brand,EA,2021Q4,2021-12-29,10.42987,10.42987,10.42987,1,1
tiagabine,brand,EA,2022Q1,2022-03-30,11.41027,11.41027,11.41027,1,1
tiagabine,brand,EA,2022Q2,2022-06-29,11.41027,11.41027,11.41027,1,1
tiagabine,brand,EA,2022Q3,2022-09-28,11.41027,11.41027,11.41027,1,1
tiagabine,brand,EA,2022Q4,2022-12-28,11.41027,11.41027,11.41027,1,1
tiagabine,generic,EA,2019Q1,2019-03-27,5.33372,5.04985,5.61759,6,2
tiagabine,generic,EA,2019Q2,2019-06-26,4.73385,4.41784,5.04985,6,2
tiagabine,generic,EA,2019Q3,2019-09-25,4.52467,4.09107,4.95827,6,2
tiagabine,generic,EA,2019Q4,2019-12-25,4.14231,4.09107,4.19356,6,2
tiagabine,generic,EA,2020Q1,2020-03-25,4.26579,4.09107,4.4405,6,2
tiagabine,generic,EA,2020Q2,2020-06-24,4.54744,4.34267,4.75221,6,2
tiagabine,generic,EA,2020Q3,2020-09-30,4.02938,3.71609,4.34267,6,2
tiagabine,generic,EA,2020Q4,2020-12-30,4.46332,4.34267,4.58397,6,2
tiagabine,generic,EA,2021Q1,2021-03-31,4.16972,3.99678,4.34267,6,2
tiagabine,generic,EA,2021Q2,2021-06-30,4.09729,4.09729,4.09729,3,1
tiagabine,generic,EA,2021Q3,2021-09-29,3.65896,3.65896,3.65896,3,1
tiagabine,generic,EA,2021Q4,2021-12-29,2.85676,2.85676,2.85676,3,1
tiagabine,generic,EA,2022Q1,2022-03-30,3.73471,3.73471,3.73471,2,1
tiagabine,generic,EA,2022Q2,2022-06-29,3.52213,3.52213,3.52213,3,1
tiagabine,generic,EA,2022Q3,2022-09-28,2.91871,2.91871,2.91871,3,1
tiagabine,generic,EA,2022Q4,2022-12-28,3.24263,3.24263,3.24263,3,1
tiagabine,generic,EA,2023Q1,2023-03-29,2.27589,2.27589,2.27589,3,1
tiagabine,generic,EA,2023Q2,2023-06-28,2.875,2.875,2.875,3,1
tiagabine,generic,EA,2023Q3,2023-09-27,3.18993,3.18993,3.18993,3,1
tiagabine,generic,EA,2023Q4,2023-12-27,3.49021,3.49021,3.49021,3,1
tiagabine,generic,EA,2024Q1,2024-03-27,2.50948,2.28506,2.73389,6,2
tiagabine,generic,EA,2024Q2,2024-06-26,2.48952,2.23036,5.543,8,3
tiagabine,generic,EA,2024Q3,2024-09-25,3.06223,1.94737,5.91567,8,3
tiagabine,generic,EA,2024Q4,2024-12-25,2.39042,2.03706,6.48883,10,4
tiagabine,generic,EA,2025Q1,2025-03-26,2.1728,2.05511,6.25781,10,4
tiagabine,generic,EA,2025Q2,2025-06-25,2.28351,1.9745,6.0268,10,4
tiagabine,generic,EA,2025Q3,2025-09-24,2.10216,1.84597,6.0268,10,4
tiagabine,generic,EA,2025Q4,2025-12-31,1.9538,1.76435,6.0268,10,4
tiagabine,generic,EA,2026Q1,2026-03-25,4.02603,1.8447,6.0268,8,4
tiagabine,generic,EA,2026Q2,2026-06-24,2.20556,2.06311,6.02347,6,3
tiagabine,generic,EA,2026Q3,2026-09-16,2.41242,2.27342,6.63987,6,3
topiramate,brand,EA,2019Q1,2019-03-27,13.88607,5.82774,32.39284,20,12
topiramate,brand,EA,2019Q2,2019-06-26,13.88607,5.82774,32.39284,20,12
topiramate,brand,EA,2019Q3,2019-09-25,15.84346,5.82774,32.39284,21,13
topiramate,brand,EA,2019Q4,2019-12-25,13.91395,5.82774,32.31868,20,12
topiramate,brand,EA,2020Q1,2020-03-25,14.55103,5.95094,34.90417,20,12
topiramate,brand,EA,2020Q2,2020-06-24,14.51258,5.95094,34.90417,16,12
topiramate,brand,EA,2020Q3,2020-09-30,14.51258,5.95094,34.90417,16,12
topiramate,brand,EA,2020Q4,2020-12-30,14.49128,5.91825,34.86621,16,12
topiramate,brand,EA,2021Q1,2021-03-31,15.0387,6.03662,36.95818,14,10
topiramate,brand,EA,2021Q2,2021-06-30,15.0387,6.03662,36.95818,14,10
topiramate,brand,EA,2021Q3,2021-09-29,15.0387,6.03662,36.95818,14,10
topiramate,brand,EA,2021Q4,2021-12-29,15.04058,6.03662,37.00141,14,10
topiramate,brand,EA,2022Q1,2022-03-30,18.23738,11.10417,39.22149,10,6
topiramate,brand,EA,2022Q2,2022-06-29,15.61468,6.1126,39.22149,12,8
topiramate,brand,EA,2022Q3,2022-09-28,15.61468,6.1126,39.22149,12,8
topiramate,brand,EA,2022Q4,2022-12-28,15.61468,6.1126,39.22149,12,8
topiramate,brand,EA,2023Q1,2023-03-29,16.21667,6.23485,41.57478,12,8
topiramate,brand,EA,2023Q2,2023-06-28,16.21667,6.23485,41.57478,12,8
topiramate,brand,EA,2023Q3,2023-09-27,16.21667,6.23485,41.57478,12,8
topiramate,brand,EA,2023Q4,2023-12-27,16.22652,6.23485,41.56507,12,8
topiramate,brand,EA,2024Q1,2024-03-27,16.22652,6.23485,41.56507,12,8
topiramate,brand,EA,2024Q2,2024-06-26,17.12233,6.27769,41.57828,15,11
topiramate,brand,EA,2024Q3,2024-09-25,17.10604,6.29348,41.57339,15,11
topiramate,brand,EA,2024Q4,2024-12-25,20.07568,6.29374,41.5736,13,12
topiramate,brand,EA,2025Q1,2025-03-26,18.97022,6.41955,41.48158,14,13
topiramate,brand,EA,2025Q2,2025-06-25,18.98561,6.39403,41.43751,14,13
topiramate,brand,EA,2025Q3,2025-09-24,17.40563,6.38943,41.39965,13,13
topiramate,brand,EA,2025Q4,2025-12-31,17.41785,6.37928,43.88363,13,13
topiramate,brand,EA,2026Q1,2026-03-25,17.94039,6.57066,43.71936,11,11
topiramate,brand,EA,2026Q2,2026-06-24,16.14173,6.56004,43.65101,9,9
topiramate,brand,EA,2026Q3,2026-09-16,17.43323,6.57606,47.1431,9,9
topiramate,brand,ML,2022Q4,2022-12-28,1.34468,1.34468,1.34468,1,1
topiramate,brand,ML,2023Q1,2023-03-29,1.47914,1.47914,1.47914,1,1
topiramate,brand,ML,2023Q2,2023-06-28,1.49069,1.49069,1.49069,1,1
topiramate,brand,ML,2023Q3,2023-09-27,1.49069,1.49069,1.49069,1,1
topiramate,brand,ML,2023Q4,2023-12-27,1.57188,1.57188,1.57188,1,1
topiramate,brand,ML,2024Q1,2024-03-27,1.57188,1.57188,1.57188,1,1
topiramate,brand,ML,2024Q2,2024-06-26,2.29449,1.55959,2.43514,3,1
topiramate,brand,ML,2024Q3,2024-09-25,2.28795,1.56199,2.43182,3,1
topiramate,brand,ML,2024Q4,2024-12-25,2.28558,1.56113,2.43453,3,1
topiramate,brand,ML,2025Q1,2025-03-26,2.49128,1.55968,2.65366,3,1
topiramate,brand,ML,2025Q2,2025-06-25,2.49128,1.55518,2.66891,3,1
topiramate,brand,ML,2025Q3,2025-09-24,2.47714,1.55577,2.66398,3,1
topiramate,brand,ML,2025Q4,2025-12-31,2.55454,1.60406,2.73968,3,1
topiramate,brand,ML,2026Q1,2026-03-25,2.55454,1.60406,2.73968,3,1
topiramate,brand,ML,2026Q2,2026-06-24,2.55454,1.57943,2.70225,3,1
topiramate,brand,ML,2026Q3,2026-09-16,2.55454,1.58111,2.71439,3,1
topiramate,generic,EA,2019Q1,2019-03-27,0.06544,0.03313,20.063,92,11
topiramate,generic,EA,2019Q2,2019-06-26,0.07582,0.03145,21.90593,88,11
topiramate,generic,EA,2019Q3,2019-09-25,0.07645,0.03381,20.84293,88,11
topiramate,generic,EA,2019Q4,2019-12-25,0.07259,0.03482,22.09013,88,11
topiramate,generic,EA,2020Q1,2020-03-25,0.07685,0.03573,22.09013,89,11
topiramate,generic,EA,2020Q2,2020-06-24,0.07562,0.03488,23.42533,89,11
topiramate,generic,EA,2020Q3,2020-09-30,0.07135,0.03363,23.42533,89,11
topiramate,generic,EA,2020Q4,2020-12-30,0.06773,0.03369,23.42533,100,11
topiramate,generic,EA,2021Q1,2021-03-31,0.0705,0.03347,23.42533,106,11
topiramate,generic,EA,2021Q2,2021-06-30,0.06518,0.03246,22.95207,100,8
topiramate,generic,EA,2021Q3,2021-09-29,0.06699,0.03318,22.95207,102,8
topiramate,generic,EA,2021Q4,2021-12-29,0.06654,0.03255,24.30273,104,8
topiramate,generic,EA,2022Q1,2022-03-30,0.06953,0.03423,24.30273,107,9
topiramate,generic,EA,2022Q2,2022-06-29,0.06294,0.03228,21.57611,99,9
topiramate,generic,EA,2022Q3,2022-09-28,0.06561,0.03268,24.1164,104,11
topiramate,generic,EA,2022Q4,2022-12-28,0.06453,0.03508,19.28287,106,11
topiramate,generic,EA,2023Q1,2023-03-29,0.06361,0.03311,24.93154,108,11
topiramate,generic,EA,2023Q2,2023-06-28,0.06571,0.03347,33.8338,126,11
topiramate,generic,EA,2023Q3,2023-09-27,0.06719,0.0317,29.79041,136,11
topiramate,generic,EA,2023Q4,2023-12-27,0.06561,0.03105,34.76257,139,11
topiramate,generic,EA,2024Q1,2024-03-27,0.06908,0.03079,27.71228,136,11
topiramate,generic,EA,2024Q2,2024-06-26,0.08157,0.0311,21.76844,130,11
topiramate,generic,EA,2024Q3,2024-09-25,0.10227,0.02972,23.55388,134,11
topiramate,generic,EA,2024Q4,2024-12-25,0.0947,0.02572,24.66405,136,15
topiramate,generic,EA,2025Q1,2025-03-26,0.10313,0.02806,29.58901,136,15
topiramate,generic,EA,2025Q2,2025-06-25,0.10162,0.02709,25.31272,136,15
topiramate,generic,EA,2025Q3,2025-09-24,0.10093,0.0265,25.81762,141,15
topiramate,generic,EA,2025Q4,2025-12-31,0.10884,0.02658,25.4775,141,15
topiramate,generic,EA,2026Q1,2026-03-25,0.10408,0.02602,22.22715,146,15
topiramate,generic,EA,2026Q2,2026-06-24,0.1069,0.02538,23.20958,149,16
topiramate,generic,EA,2026Q3,2026-09-16,0.10979,0.02563,23.12827,147,16
topiramate,generic,ML,2025Q4,2025-12-31,1.0847,1.0847,1.0847,1,1
topiramate,generic,ML,2026Q1,2026-03-25,1.50072,1.06674,1.9347,2,1
topiramate,generic,ML,2026Q2,2026-06-24,1.58207,1.09018,2.07395,2,1
topiramate,generic,ML,2026Q3,2026-09-16,1.60051,1.0826,2.11842,2,1
valproate,brand,EA,2019Q1,2019-03-27,3.36925,1.64761,6.23487,11,6
valproate,brand,EA,2019Q2,2019-06-26,3.3081,1.63312,6.23487,11,6
valproate,brand,EA,2019Q3,2019-09-25,3.3081,1.63312,6.23487,11,6
valproate,brand,EA,2019Q4,2019-12-25,3.34288,1.63312,6.15438,11,6
valproate,brand,EA,2020Q1,2020-03-25,4.36622,1.61923,6.19423,10,5
valproate,brand,EA,2020Q2,2020-06-24,3.34288,1.61923,6.19423,11,6
valproate,brand,EA,2020Q3,2020-09-30,3.36777,1.61923,6.19423,11,6
valproate,brand,EA,2020Q4,2020-12-30,3.36777,1.61504,6.14897,11,6
valproate,brand,EA,2021Q1,2021-03-31,3.36777,1.61504,6.14897,11,6
valproate,brand,EA,2021Q2,2021-06-30,3.36777,1.61504,6.14897,11,6
valproate,brand,EA,2021Q3,2021-09-29,5.38438,1.61504,6.15982,9,5
valproate,brand,EA,2021Q4,2021-12-29,3.3658,1.62053,6.15982,11,6
valproate,brand,EA,2022Q1,2022-03-30,4.35168,1.62053,6.15982,10,5
valproate,brand,EA,2022Q2,2022-06-29,5.33756,1.62053,6.15982,12,5
valproate,brand,EA,2022Q3,2022-09-28,3.3658,1.62683,5.35512,9,4
valproate,brand,EA,2022Q4,2022-12-28,5.35512,1.62683,6.14812,10,4
valproate,brand,EA,2023Q1,2023-03-29,4.56822,1.7082,6.45559,14,6
valproate,brand,EA,2023Q2,2023-06-28,3.51356,1.7082,6.45559,13,6
valproate,brand,EA,2023Q3,2023-09-27,3.51356,1.7082,6.45559,14,6
valproate,brand,EA,2023Q4,2023-12-27,3.51356,1.70912,6.48194,14,6
valproate,brand,EA,2024Q1,2024-03-27,3.68927,1.79458,6.80597,12,6
valproate,brand,EA,2024Q2,2024-06-26,3.69354,1.79233,6.77817,11,6
valproate,brand,EA,2024Q3,2024-09-25,3.687,1.79295,6.78067,10,6
valproate,brand,EA,2024Q4,2024-12-25,3.68199,1.79197,6.77803,10,6
valproate,brand,EA,2025Q1,2025-03-26,3.86609,1.88154,7.11694,10,6
valproate,brand,EA,2025Q2,2025-06-25,3.84649,1.87945,7.11984,7,6
valproate,brand,EA,2025Q3,2025-09-24,3.68597,1.87828,7.12224,6,6
valproate,brand,EA,2025Q4,2025-12-31,3.68108,1.878,7.11248,6,6
valproate,brand,EA,2026Q1,2026-03-25,3.8651,1.9719,7.46817,6,6
valproate,brand,EA,2026Q2,2026-06-24,3.86533,1.97,7.45096,6,6
valproate,brand,EA,2026Q3,2026-09-16,3.86819,1.96594,7.45337,6,6
valproate,generic,EA,2019Q1,2019-03-27,0.3064,0.04695,0.39234,106,7
valproate,generic,EA,2019Q2,2019-06-26,0.3161,0.04822,0.38459,98,7
valproate,generic,EA,2019Q3,2019-09-25,0.25049,0.06206,0.38334,96,7
valproate,generic,EA,2019Q4,2019-12-25,0.29571,0.06038,0.37359,95,7
valproate,generic,EA,2020Q1,2020-03-25,0.28108,0.0604,0.38674,93,7
valproate,generic,EA,2020Q2,2020-06-24,0.26228,0.05677,0.37848,94,7
valproate,generic,EA,2020Q3,2020-09-30,0.22907,0.05127,0.36275,95,7
valproate,generic,EA,2020Q4,2020-12-30,0.21786,0.0507,0.32605,101,7
valproate,generic,EA,2021Q1,2021-03-31,0.20946,0.06002,0.34318,101,8
valproate,generic,EA,2021Q2,2021-06-30,0.20616,0.05411,0.33122,98,8
valproate,generic,EA,2021Q3,2021-09-29,0.20899,0.06047,0.31515,104,8
valproate,generic,EA,2021Q4,2021-12-29,0.19414,0.05934,0.30692,104,8
valproate,generic,EA,2022Q1,2022-03-30,0.17839,0.06035,0.31191,105,8
valproate,generic,EA,2022Q2,2022-06-29,0.18163,0.05493,0.29873,105,8
valproate,generic,EA,2022Q3,2022-09-28,0.17242,0.05371,0.28437,110,8
valproate,generic,EA,2022Q4,2022-12-28,0.17773,0.05683,0.26625,113,8
valproate,generic,EA,2023Q1,2023-03-29,0.16206,0.05777,0.25183,119,8
valproate,generic,EA,2023Q2,2023-06-28,0.18054,0.06425,0.25819,120,8
valproate,generic,EA,2023Q3,2023-09-27,0.1588,0.05516,0.23614,116,7
valproate,generic,EA,2023Q4,2023-12-27,0.17805,0.06939,0.25484,112,7
valproate,generic,EA,2024Q1,2024-03-27,0.18,0.07045,0.24912,109,7
valproate,generic,EA,2024Q2,2024-06-26,0.17562,0.06554,0.25916,106,7
valproate,generic,EA,2024Q3,2024-09-25,0.17889,0.06956,0.23487,110,7
valproate,generic,EA,2024Q4,2024-12-25,0.16434,0.05891,0.22563,117,7
valproate,generic,EA,2025Q1,2025-03-26,0.17856,0.06066,0.23806,121,7
valproate,generic,EA,2025Q2,2025-06-25,0.17553,0.05604,0.22559,127,7
valproate,generic,EA,2025Q3,2025-09-24,0.16249,0.05551,0.25183,128,7
valproate,generic,EA,2025Q4,2025-12-31,0.15805,0.05492,0.2379,131,7
valproate,generic,EA,2026Q1,2026-03-25,0.16239,0.05527,0.23848,135,7
valproate,generic,EA,2026Q2,2026-06-24,0.16427,0.05413,0.23864,135,7
valproate,generic,EA,2026Q3,2026-09-16,0.16053,0.05612,0.23366,128,7
valproate,generic,ML,2019Q1,2019-03-27,0.01825,0.01825,0.01825,5,1
valproate,generic,ML,2019Q2,2019-06-26,0.01948,0.01948,0.01948,5,1
valproate,generic,ML,2019Q3,2019-09-25,0.02072,0.02072,0.02072,4,1
valproate,generic,ML,2019Q4,2019-12-25,0.02158,0.02158,0.02158,4,1
valproate,generic,ML,2020Q1,2020-03-25,0.01883,0.01883,0.01883,4,1
valproate,generic,ML,2020Q2,2020-06-24,0.02006,0.02006,0.02006,4,1
valproate,generic,ML,2020Q3,2020-09-30,0.01847,0.01847,0.01847,4,1
valproate,generic,ML,2020Q4,2020-12-30,0.0185,0.0185,0.0185,5,1
valproate,generic,ML,2021Q1,2021-03-31,0.01802,0.01802,0.01802,5,1
valproate,generic,ML,2021Q2,2021-06-30,0.0185,0.0185,0.0185,5,1
valproate,generic,ML,2021Q3,2021-09-29,0.01865,0.01865,0.01865,5,1
valproate,generic,ML,2021Q4,2021-12-29,0.01812,0.01812,0.01812,5,1
valproate,generic,ML,2022Q1,2022-03-30,0.01872,0.01872,0.01872,5,1
valproate,generic,ML,2022Q2,2022-06-29,0.01744,0.01744,0.01744,5,1
valproate,generic,ML,2022Q3,2022-09-28,0.02114,0.02114,0.02114,5,1
valproate,generic,ML,2022Q4,2022-12-28,0.01849,0.01849,0.01849,7,1
valproate,generic,ML,2023Q1,2023-03-29,0.02042,0.02042,0.02042,7,1
valproate,generic,ML,2023Q2,2023-06-28,0.02266,0.02266,0.02266,7,1
valproate,generic,ML,2023Q3,2023-09-27,0.02709,0.02709,0.02709,6,1
valproate,generic,ML,2023Q4,2023-12-27,0.02956,0.02956,0.02956,6,1
valproate,generic,ML,2024Q1,2024-03-27,0.03322,0.03322,0.03322,7,1
valproate,generic,ML,2024Q2,2024-06-26,0.03187,0.03187,0.03187,7,1
valproate,generic,ML,2024Q3,2024-09-25,0.03335,0.03335,0.03335,7,1
valproate,generic,ML,2024Q4,2024-12-25,0.03508,0.03508,0.03508,6,1
valproate,generic,ML,2025Q1,2025-03-26,0.03438,0.03438,0.03438,5,1
valproate,generic,ML,2025Q2,2025-06-25,0.0335,0.0335,0.0335,5,1
valproate,generic,ML,2025Q3,2025-09-24,0.03309,0.03309,0.03309,5,1
valproate,generic,ML,2025Q4,2025-12-31,0.03328,0.03328,0.03328,5,1
valproate,generic,ML,2026Q1,2026-03-25,0.034,0.034,0.034,4,1
valproate,generic,ML,2026Q2,2026-06-24,0.03326,0.03326,0.03326,4,1
valproate,generic,ML,2026Q3,2026-09-16,0.03369,0.03369,0.03369,4,1
zonisamide,brand,ML,2023Q2,2023-06-28,2.21481,2.21481,2.21481,1,1
zonisamide,brand,ML,2023Q3,2023-09-27,2.21481,2.21481,2.21481,1,1
zonisamide,brand,ML,2023Q4,2023-12-27,2.3477,2.3477,2.3477,1,1
zonisamide,brand,ML,2024Q1,2024-03-27,2.3477,2.3477,2.3477,1,1
zonisamide,brand,ML,2024Q2,2024-06-26,2.36579,2.36579,2.36579,1,1
zonisamide,brand,ML,2024Q3,2024-09-25,2.45448,2.45448,2.45448,1,1
zonisamide,brand,ML,2024Q4,2024-12-25,2.45354,2.45354,2.45354,1,1
zonisamide,brand,ML,2025Q1,2025-03-26,2.67436,2.67436,2.67436,1,1
zonisamide,brand,ML,2025Q2,2025-06-25,2.67299,2.67299,2.67299,1,1
zonisamide,brand,ML,2025Q3,2025-09-24,2.67264,2.67264,2.67264,1,1
zonisamide,brand,ML,2025Q4,2025-12-31,2.75303,2.75303,2.75303,1,1
zonisamide,brand,ML,2026Q1,2026-03-25,2.75303,2.75303,2.75303,1,1
zonisamide,brand,ML,2026Q2,2026-06-24,2.75087,2.75087,2.75087,1,1
zonisamide,brand,ML,2026Q3,2026-09-16,2.75046,2.75046,2.75046,1,1
zonisamide,generic,EA,2019Q1,2019-03-27,0.14126,0.1058,0.14979,24,3
zonisamide,generic,EA,2019Q2,2019-06-26,0.15122,0.10664,0.15154,23,3
